date,monitor_id,latitude,longitude,rolling_12mo_avg
01/14/2020,BMT-05,30.07319,-94.05821,2.7
01/14/2020,BMT-06,30.07097,-94.05761,1.4
01/14/2020,BMT-07,30.06816,-94.058,1.5
01/14/2020,BMT-08,30.06701,-94.05709,1.6
01/14/2020,BMT-09,30.06896,-94.05434,0.89
01/14/2020,BMT-10,30.06711,-94.05172,0.88
01/14/2020,BMT-11,30.06474,-94.0527,1.1
01/14/2020,BMT-12,30.06382,-94.05473,1.0
01/14/2020,BMT-13,30.06308,-94.05812,1.6
01/14/2020,BMT-14,30.0609,-94.06012,1.2
01/14/2020,BMT-15,30.05632,-94.06226,0.89
01/14/2020,BMT-16,30.0564,-94.06921,0.94
01/14/2020,BMT-17,30.05087,-94.06865,0.86
01/14/2020,BMT-18,30.0468,-94.07106,1.1
01/14/2020,BMT-19,30.04831,-94.07391,1.0
01/14/2020,BMT-20,30.05013,-94.07581,1.1
01/14/2020,BMT-21,30.05423,-94.0797,1.1
01/14/2020,BMT-22,30.05793,-94.07944,1.4
01/14/2020,BMT-23,30.0594,-94.0786,1.2
01/14/2020,BMT-24,30.06203,-94.0795,1.0
01/14/2020,BMT-25,30.06612,-94.07808,1.2
01/14/2020,BMT-26,30.06983,-94.07565,1.4
01/14/2020,BMT-27,30.07475,-94.07576,1.7
01/15/2019,BMT-01,30.07664,-94.07121,5.9
01/15/2019,BMT-02,30.07667,-94.06785,2.9
01/15/2019,BMT-03,30.07583,-94.06433,3.2
01/15/2019,BMT-05,30.07319,-94.05821,7.4
01/15/2019,BMT-06,30.07097,-94.05761,2.3
01/15/2019,BMT-07,30.06816,-94.058,1.7
01/15/2019,BMT-08,30.06701,-94.05709,1.5
01/15/2019,BMT-09,30.06896,-94.05434,1.2
01/15/2019,BMT-10,30.06711,-94.05172,1.2
01/15/2019,BMT-11,30.06474,-94.0527,1.2
01/15/2019,BMT-12,30.06382,-94.05473,1.2
01/15/2019,BMT-13,30.06308,-94.05812,1.6
01/15/2019,BMT-14,30.0609,-94.06012,1.4
01/15/2019,BMT-15,30.05644,-94.06226,1.2
01/15/2019,BMT-16,30.0564,-94.06921,2.9
01/15/2019,BMT-17,30.05087,-94.06865,1.2
01/15/2019,BMT-18,30.0468,-94.07106,1.5
01/15/2019,BMT-19,30.04831,-94.07391,1.8
01/15/2019,BMT-20,30.05013,-94.07581,1.8
01/15/2019,BMT-21,30.05423,-94.0797,1.3
01/15/2019,BMT-22,30.05793,-94.07944,1.3
01/15/2019,BMT-23,30.0594,-94.0786,1.6
01/15/2019,BMT-24,30.06203,-94.0795,1.5
01/15/2019,BMT-25,30.06612,-94.07808,1.4
01/15/2019,BMT-26,30.06983,-94.07565,2.4
01/15/2019,BMT-27,30.07475,-94.07576,1.8
01/20/2025,BMT-01,30.07664,-94.07121,2.4
01/20/2025,BMT-02,30.07667,-94.06785,2.8
01/20/2025,BMT-03,30.07583,-94.06433,1.4
01/20/2025,BMT-05,30.07319,-94.05821,6.6
01/20/2025,BMT-06,30.07097,-94.05761,1.6
01/20/2025,BMT-07,30.06816,-94.058,1.1
01/20/2025,BMT-08,30.06701,-94.05709,1.0
01/20/2025,BMT-09,30.06896,-94.05434,0.97
01/20/2025,BMT-10,30.06711,-94.05172,0.92
01/20/2025,BMT-11,30.06474,-94.0527,1.0
01/20/2025,BMT-12,30.06382,-94.05473,0.97
01/20/2025,BMT-13,30.06308,-94.05812,1.5
01/20/2025,BMT-14,30.0609,-94.06012,1.5
01/20/2025,BMT-15,30.05632,-94.06226,1.1
01/20/2025,BMT-16,30.0564,-94.06921,1.4
01/20/2025,BMT-17,30.05087,-94.06865,1.1
01/20/2025,BMT-18,30.0468,-94.07106,1.5
01/20/2025,BMT-19,30.04831,-94.07391,1.6
01/20/2025,BMT-20,30.05013,-94.07581,1.5
01/20/2025,BMT-21,30.05423,-94.0797,1.0
01/20/2025,BMT-22,30.05793,-94.07944,0.97
01/20/2025,BMT-23,30.0594,-94.0786,1.3
01/20/2025,BMT-24,30.06203,-94.0795,0.95
01/20/2025,BMT-25,30.06612,-94.07808,1.1
01/20/2025,BMT-26,30.06983,-94.07565,1.6
01/20/2025,BMT-27,30.07475,-94.07576,0.99
01/23/2024,BMT-01,30.07664,-94.07121,4.2
01/23/2024,BMT-02,30.07667,-94.06785,11.0
01/23/2024,BMT-03,30.07583,-94.06433,3.9
01/23/2024,BMT-05,30.07319,-94.05821,11.0
01/23/2024,BMT-06,30.07097,-94.05761,2.2
01/23/2024,BMT-07,30.06816,-94.058,1.6
01/23/2024,BMT-08,30.06701,-94.05709,1.2
01/23/2024,BMT-09,30.06896,-94.05434,0.79
01/23/2024,BMT-10,30.06711,-94.05172,0.73
01/23/2024,BMT-11,30.06474,-94.0527,0.82
01/23/2024,BMT-12,30.06382,-94.05473,0.79
01/23/2024,BMT-13,30.06308,-94.05812,1.3
01/23/2024,BMT-14,30.0609,-94.06012,1.5
01/23/2024,BMT-15,30.05632,-94.06226,1.0
