"id","facility_name","city","state","type","period_start","period_end","monitor_name","monitor_lat","monitor_long","concentration","unit","flags","explanation","contaminant","sampler_type"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-04-06T00:00:00+00:00","2021-04-20T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.7,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-04-20T00:00:00+00:00","2021-05-04T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.57,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-05-04T00:00:00+00:00","2021-05-18T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.46,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-05-18T00:00:00+00:00","2021-06-01T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.45,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-06-01T00:00:00+00:00","2021-06-15T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.62,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-06-15T00:00:00+00:00","2021-06-29T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.1,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-06-29T00:00:00+00:00","2021-07-13T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.61,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-07-13T00:00:00+00:00","2021-07-27T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.78,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-07-27T00:00:00+00:00","2021-08-10T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.85,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-08-10T00:00:00+00:00","2021-08-24T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.8,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-08-24T00:00:00+00:00","2021-09-07T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.1,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-09-07T00:00:00+00:00","2021-09-21T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.9,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-09-21T00:00:00+00:00","2021-10-05T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.72,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-10-05T00:00:00+00:00","2021-10-19T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.63,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-10-19T00:00:00+00:00","2021-11-02T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.4,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-11-02T00:00:00+00:00","2021-11-16T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.82,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-11-16T00:00:00+00:00","2021-11-30T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.82,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-11-30T00:00:00+00:00","2021-12-14T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.68,"ug/m3","B, P","Compound present in field blank(s) greater than 1/3 the compliance limit or measured target 
analyte,  Field Duplicate(s) exceed 30%RPD","benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-12-14T00:00:00+00:00","2021-12-28T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.54,"ug/m3",NA,NA,"benzene","Regular monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2021-12-28T00:00:00+00:00","2022-01-11T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.7,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-01-11T00:00:00+00:00","2022-01-25T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-01-25T00:00:00+00:00","2022-02-08T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.89,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-02-08T00:00:00+00:00","2022-02-22T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.85,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-02-22T00:00:00+00:00","2022-03-08T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.9,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-03-08T00:00:00+00:00","2022-03-22T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.87,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-03-22T00:00:00+00:00","2022-04-05T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.99,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-04-05T00:00:00+00:00","2022-04-19T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.83,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-04-19T00:00:00+00:00","2022-05-03T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.48,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-05-03T00:00:00+00:00","2022-05-17T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.59,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-05-17T00:00:00+00:00","2022-05-31T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.6,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-05-31T00:00:00+00:00","2022-06-14T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.43,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-06-14T00:00:00+00:00","2022-06-28T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.71,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-06-28T00:00:00+00:00","2022-07-12T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.58,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-07-12T00:00:00+00:00","2022-07-26T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.5,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-07-26T00:00:00+00:00","2022-08-09T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.43,"ug/m3","B","Compound present in the field blank(s) greater than 1/3 the measured target analyte","benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-08-09T00:00:00+00:00","2022-08-23T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.49,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-08-23T00:00:00+00:00","2022-09-06T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.7,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-09-06T00:00:00+00:00","2022-09-20T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.73,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-09-20T00:00:00+00:00","2022-10-04T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.74,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-10-04T00:00:00+00:00","2022-10-18T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.73,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-10-18T00:00:00+00:00","2022-11-01T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.99,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-11-01T00:00:00+00:00","2022-11-15T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.74,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-11-15T00:00:00+00:00","2022-11-29T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.66,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-11-29T00:00:00+00:00","2022-12-13T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.52,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-12-13T00:00:00+00:00","2022-12-27T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.92,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2022-12-27T00:00:00+00:00","2023-01-10T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-01-10T00:00:00+00:00","2023-01-25T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.1,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-01-25T00:00:00+00:00","2023-02-07T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.9,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-02-07T00:00:00+00:00","2023-02-21T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.94,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-02-21T00:00:00+00:00","2023-03-07T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.61,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-03-07T00:00:00+00:00","2023-03-21T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.64,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-03-21T00:00:00+00:00","2023-04-04T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.56,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-04-04T00:00:00+00:00","2023-04-18T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.52,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-04-18T00:00:00+00:00","2023-05-02T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.64,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-05-02T00:00:00+00:00","2023-05-16T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.74,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-05-16T00:00:00+00:00","2023-05-30T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.74,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-05-30T00:00:00+00:00","2023-06-13T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.78,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-06-13T00:00:00+00:00","2023-06-27T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.51,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-06-27T00:00:00+00:00","2023-07-11T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.41,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-07-11T00:00:00+00:00","2023-07-25T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.45,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-07-25T00:00:00+00:00","2023-08-08T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.5,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-08-08T00:00:00+00:00","2023-08-22T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.43,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-08-22T00:00:00+00:00","2023-09-05T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.85,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-09-05T00:00:00+00:00","2023-09-19T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.72,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-09-19T00:00:00+00:00","2023-10-03T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.69,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-10-03T00:00:00+00:00","2023-10-17T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.2,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-10-17T00:00:00+00:00","2023-10-31T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.3,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-10-31T00:00:00+00:00","2023-11-14T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.2,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-11-14T00:00:00+00:00","2023-11-28T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.86,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-11-28T00:00:00+00:00","2023-12-12T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.9,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-12-12T00:00:00+00:00","2023-12-26T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.94,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2023-12-26T00:00:00+00:00","2024-01-09T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.3,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-01-09T00:00:00+00:00","2024-01-23T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.2,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-01-23T00:00:00+00:00","2024-02-06T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.5,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-02-06T00:00:00+00:00","2024-02-20T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.81,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-02-20T00:00:00+00:00","2024-03-05T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.75,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-03-05T00:00:00+00:00","2024-03-19T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.58,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-03-19T00:00:00+00:00","2024-04-02T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.6,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-04-02T00:00:00+00:00","2024-04-16T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.5,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-04-16T00:00:00+00:00","2024-04-30T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.58,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-04-30T00:00:00+00:00","2024-05-14T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.64,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-05-14T00:00:00+00:00","2024-05-28T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.62,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-05-28T00:00:00+00:00","2024-06-11T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.57,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-06-11T00:00:00+00:00","2024-06-25T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.5,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-06-25T00:00:00+00:00","2024-07-09T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.7,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-07-09T00:00:00+00:00","2024-07-23T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.74,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-07-23T00:00:00+00:00","2024-08-06T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.73,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-08-06T00:00:00+00:00","2024-08-20T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.94,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-08-20T00:00:00+00:00","2024-09-03T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.59,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-09-03T00:00:00+00:00","2024-09-17T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.6,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-09-17T00:00:00+00:00","2024-09-30T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-09-30T00:00:00+00:00","2024-10-15T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.72,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-10-15T00:00:00+00:00","2024-10-29T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.77,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-10-29T00:00:00+00:00","2024-11-12T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.56,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-11-12T00:00:00+00:00","2024-11-26T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.2,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-11-26T00:00:00+00:00","2024-12-10T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.87,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-12-10T00:00:00+00:00","2024-12-23T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.8,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2024-12-23T00:00:00+00:00","2025-01-07T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.78,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-01-07T00:00:00+00:00","2025-01-20T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-01-20T00:00:00+00:00","2025-02-04T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.3,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-02-04T00:00:00+00:00","2025-02-18T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.64,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-02-18T00:00:00+00:00","2025-03-04T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.92,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-03-04T00:00:00+00:00","2025-03-18T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.4,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-03-18T00:00:00+00:00","2025-04-01T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.74,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-04-01T00:00:00+00:00","2025-04-15T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.74,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-04-15T00:00:00+00:00","2025-04-29T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.52,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-04-29T00:00:00+00:00","2025-05-13T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.58,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-05-13T00:00:00+00:00","2025-05-27T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.5,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-05-27T00:00:00+00:00","2025-06-10T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.52,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-06-10T00:00:00+00:00","2025-06-24T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.51,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-06-24T00:00:00+00:00","2025-07-08T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.72,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-07-08T00:00:00+00:00","2025-07-22T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.1,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-07-22T00:00:00+00:00","2025-08-05T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.1,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-08-05T00:00:00+00:00","2025-08-19T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.32,"ug/m3","J","Estimated value - analyte detected between the Method Detection Limit and Reporting Limit.","benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-08-19T00:00:00+00:00","2025-09-02T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.3,"ug/m3","J,P","Estimated value - analyte detected between the Method Detection Limit and Reporting Limit, Field Duplicate(s) exceed 30% PRD","benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-09-02T00:00:00+00:00","2025-09-16T00:00:00+00:00","BMRF-08",30.06701,-94.05709,1.1,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-09-16T00:00:00+00:00","2025-09-30T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.79,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-09-30T00:00:00+00:00","2025-10-14T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.64,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-10-14T00:00:00+00:00","2025-10-28T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.53,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-10-28T00:00:00+00:00","2025-11-11T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.74,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-11-11T00:00:00+00:00","2025-11-25T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.66,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-11-25T00:00:00+00:00","2025-12-09T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.62,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2025-12-09T00:00:00+00:00","2025-12-22T00:00:00+00:00","BMRF-08",30.06701,-94.05709,0.78,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2018-01-30T00:00:00+00:00","2018-02-13T00:00:00+00:00","BMRF-09",30.06896,-94.05434,1,"ug/m3",NA,NA,"benzene","Regular Monitor"
29,"Beaumont Refinery","Beaumont","TX","Refinery","2018-02-13T00:00:00+00:00","2018-02-27T00:00:00+00:00","BMRF-09",30.06896,-94.05434,1,"ug/m3",NA,NA,"benzene","Regular Monitor"
