date,monitor_id,latitude,longitude,benzene_ug_m3
2024-02-20,BMT-06,30.07097,-94.05761,1.6
2024-02-20,BMT-07,30.06816,-94.058,1.0
2024-02-20,BMT-08,30.06701,-94.05709,0.8
2024-02-20,BMT-09,30.06896,-94.05434,0.7
2024-02-20,BMT-10,30.06711,-94.05172,0.7
2024-02-20,BMT-11,30.06474,-94.0527,0.8
2024-02-20,BMT-12,30.06382,-94.075473,0.8
2024-02-20,BMT-13,30.06308,-94.05812,1.3
2024-02-20,BMT-14,30.0609,-94.06012,1.3
2024-02-20,BMT-15,30.05644,-94.06226,1.0
2024-02-20,BMT-16,30.0564,-94.06921,1.0
2024-02-20,BMT-17,30.05087,-94.06865,1.1
2024-02-20,BMT-18,30.0468,-94.07106,1.3
2024-02-20,BMT-19,30.04831,-94.07391,1.2
2024-02-20,BMT-20,30.05013,-94.07581,1.1
2024-02-20,BMT-21,30.05423,-94.0797,0.9
2024-02-20,BMT-22,30.05793,-94.07944,0.8
2024-02-20,BMT-23,30.0594,-94.0786,0.9
2024-02-20,BMT-24,30.06203,-94.0795,0.8
2024-02-20,BMT-25,30.06612,-94.07808,0.9
2024-02-20,BMT-26,30.06983,-94.07565,1.0
2024-02-20,BMT-27,30.07475,-94.07576,1.2
2024-03-05,BMT-01,30.07664,-94.07121,2.9
2024-03-05,BMT-02,30.07667,-94.06785,2.6
2024-03-05,BMT-03,30.07583,-94.06433,4.2
2024-03-05,BMT-04,30.07467,-94.06087,4.7
2024-03-05,BMT-05,30.07319,-94.05821,3.4
2024-03-05,BMT-06,30.07097,-94.05761,1.4
2024-03-05,BMT-07,30.06816,-94.058,1.1
2024-03-05,BMT-08,30.06701,-94.05709,0.8
2024-03-05,BMT-09,30.06896,-94.05434,0.7
2024-03-05,BMT-10,30.06711,-94.05172,0.6
2024-03-05,BMT-11,30.06474,-94.0527,0.7
2024-03-05,BMT-12,30.06382,-94.075473,0.7
2024-03-05,BMT-13,30.06308,-94.05812,1.1
2024-03-05,BMT-14,30.0609,-94.06012,1.3
2024-03-05,BMT-15,30.05644,-94.06226,1.5
2024-03-05,BMT-16,30.0564,-94.06921,1.4
2024-03-05,BMT-17,30.05087,-94.06865,1.1
2024-03-05,BMT-18,30.0468,-94.07106,1.0
2024-03-05,BMT-19,30.04831,-94.07391,1.1
2024-03-05,BMT-20,30.05013,-94.07581,1.0
2024-03-05,BMT-21,30.05423,-94.0797,0.8
2024-03-05,BMT-22,30.05793,-94.07944,0.8
2024-03-05,BMT-23,30.0594,-94.0786,0.9
2024-03-05,BMT-24,30.06203,-94.0795,0.7
2024-03-05,BMT-25,30.06612,-94.07808,0.9
2024-03-05,BMT-26,30.06983,-94.07565,1.1
2024-03-05,BMT-27,30.07475,-94.07576,1.2
2024-03-19,BMT-01,30.07664,-94.07121,2.7
2024-03-19,BMT-02,30.07667,-94.06785,2.4
2024-03-19,BMT-03,30.07583,-94.06433,28.0
2024-03-19,BMT-04,30.07467,-94.06087,6.7
2024-03-19,BMT-05,30.07319,-94.05821,1.2
2024-03-19,BMT-06,30.07097,-94.05761,0.9
2024-03-19,BMT-07,30.06816,-94.058,0.8
2024-03-19,BMT-08,30.06701,-94.05709,0.6
2024-03-19,BMT-09,30.06896,-94.05434,0.5
2024-03-19,BMT-10,30.06711,-94.05172,0.4
2024-03-19,BMT-11,30.06474,-94.0527,0.5
2024-03-19,BMT-12,30.06382,-94.075473,0.5
2024-03-19,BMT-13,30.06308,-94.05812,0.8
2024-03-19,BMT-14,30.0609,-94.06012,0.9
2024-03-19,BMT-15,30.05644,-94.06226,0.7
2024-03-19,BMT-16,30.0564,-94.06921,1.0
2024-03-19,BMT-17,30.05087,-94.06865,0.8
2024-03-19,BMT-18,30.0468,-94.07106,0.9
2024-03-19,BMT-19,30.04831,-94.07391,1.3
2024-03-19,BMT-20,30.05013,-94.07581,1.3
2024-03-19,BMT-21,30.05423,-94.0797,0.8
2024-03-19,BMT-22,30.05793,-94.07944,1.0
2024-03-19,BMT-23,30.0594,-94.0786,0.9
2024-03-19,BMT-24,30.06203,-94.0795,0.8
2024-03-19,BMT-25,30.06612,-94.07808,1.0
2024-03-19,BMT-26,30.06983,-94.07565,1.5
2024-03-19,BMT-27,30.07475,-94.07576,1.4
2024-04-02,BMT-01,30.07664,-94.07121,2.8
2024-04-02,BMT-02,30.07667,-94.06785,2.6
2024-04-02,BMT-03,30.07583,-94.06433,2.7
2024-04-02,BMT-04,30.07467,-94.06087,3.0
2024-04-02,BMT-05,30.07319,-94.05821,1.8
2024-04-02,BMT-06,30.07097,-94.05761,0.7
2024-04-02,BMT-07,30.06816,-94.058,0.8
2024-04-02,BMT-08,30.06701,-94.05709,0.6
2024-04-02,BMT-09,30.06896,-94.05434,0.5
2024-04-02,BMT-10,30.06711,-94.05172,0.5
2024-04-02,BMT-11,30.06474,-94.0527,0.5
2024-04-02,BMT-12,30.06382,-94.075473,0.6
2024-04-02,BMT-13,30.06308,-94.05812,1.0
2024-04-02,BMT-14,30.0609,-94.06012,0.9
2024-04-02,BMT-15,30.05644,-94.06226,0.7
2024-04-02,BMT-16,30.0564,-94.06921,0.8
2024-04-02,BMT-17,30.05087,-94.06865,0.8
2024-04-02,BMT-18,30.0468,-94.07106,0.8
2024-04-02,BMT-19,30.04831,-94.07391,1.0
2024-04-02,BMT-20,30.05013,-94.07581,1.0
2024-04-02,BMT-21,30.05423,-94.0797,0.8
2024-04-02,BMT-22,30.05793,-94.07944,0.7
2024-04-02,BMT-23,30.0594,-94.0786,0.8
2024-04-02,BMT-24,30.06203,-94.0795,0.7
2024-04-02,BMT-25,30.06612,-94.07808,1.0
2024-04-02,BMT-26,30.06983,-94.07565,1.4
2024-04-02,BMT-27,30.07475,-94.07576,1.2
2024-04-16,BMT-01,30.07664,-94.07121,6.5
2024-04-16,BMT-02,30.07667,-94.06785,6.0
2024-04-16,BMT-03,30.07583,-94.06433,6.5
2024-04-16,BMT-04,30.07467,-94.06087,4.8
2024-04-16,BMT-05,30.07319,-94.05821,2.2
2024-04-16,BMT-06,30.07097,-94.05761,1.6
2024-04-16,BMT-07,30.06816,-94.058,2.5
2024-04-16,BMT-08,30.06701,-94.05709,1.5
2024-04-16,BMT-09,30.06896,-94.05434,0.6
2024-04-16,BMT-10,30.06711,-94.05172,0.6
2024-04-16,BMT-11,30.06474,-94.0527,0.8
2024-04-16,BMT-12,30.06382,-94.075473,1.0
2024-04-16,BMT-13,30.06308,-94.05812,1.7
2024-04-16,BMT-14,30.0609,-94.06012,1.3
2024-04-16,BMT-15,30.05644,-94.06226,0.7
2024-04-16,BMT-16,30.0564,-94.06921,0.6
2024-04-16,BMT-17,30.05087,-94.06865,0.8
2024-04-16,BMT-18,30.0468,-94.07106,1.0
2024-04-16,BMT-19,30.04831,-94.07391,0.6
