date,wind_speed,wind_direction_degrees
9/11/2020,4.3,13.8
9/12/2020,4.16,40.6
9/13/2020,4.89,40.1
9/14/2020,5.81,27.5
9/15/2020,5.53,21
9/16/2020,4.54,14.8
9/17/2020,4.63,40.7
9/18/2020,5.99,37.3
9/19/2020,7.29,36.9
9/20/2020,9.29,36.1
9/21/2020,8.62,70.8
9/22/2020,6.46,101.1
9/23/2020,5.12,306.2
9/24/2020,3.87,333.7
9/25/2020,2.87,74.4
9/26/2020,3.45,159.7
9/27/2020,5.96,179.3
9/28/2020,7.18,341.1
9/29/2020,5.07,355.3
9/30/2020,2.95,236.3
10/1/2020,4.29,351.7
10/2/2020,4.85,33.7
10/3/2020,4.46,100.3
10/4/2020,3.73,47.6
10/5/2020,3.58,51.3
10/6/2020,4.82,43.7
10/7/2020,4.83,47.5
10/8/2020,5.63,48.7
10/9/2020,11.56,8.2
10/10/2020,5.07,273.6
10/11/2020,4.63,212.8
10/12/2020,4.35,233.4
10/13/2020,3.8,44.8
10/14/2020,4.1,136.1
10/15/2020,5.03,191.9
10/16/2020,6.95,37.1
10/17/2020,5.99,117.4
10/18/2020,6.28,156.1
10/19/2020,5.3,145.5
10/20/2020,4.05,121.1
10/21/2020,4.22,88.6
10/22/2020,4.71,113.7
10/23/2020,4.12,52.7
10/24/2020,4.83,4.6
10/25/2020,4.23,92.7
10/26/2020,5.66,104.1
10/27/2020,4.85,68.3
10/28/2020,5.65,326.7
10/29/2020,6.84,311.7
10/30/2020,4.6,33.3
10/31/2020,3.07,108.8
11/1/2020,5.78,15.1
11/2/2020,5.42,44.6
11/3/2020,4.18,93.4
11/4/2020,4.37,122.1
11/5/2020,4.28,110.2
11/6/2020,4.54,68.4
11/7/2020,4.64,77.6
11/8/2020,5.32,102
11/9/2020,5.63,121.6
11/10/2020,3.69,153.9
11/11/2020,4.53,22.8
11/12/2020,4.07,91.5
11/13/2020,4.79,105.8
11/14/2020,6.6,169.4
11/15/2020,7.34,13.9
11/16/2020,5.4,55.5
11/17/2020,5.69,58.5
11/18/2020,5.69,88.4
11/19/2020,5.77,122.7
11/20/2020,5.83,124.1
11/21/2020,4.93,106.4
11/22/2020,3.43,59.7
11/23/2020,4.8,69.1
11/24/2020,7.65,150.4
11/25/2020,5.28,310.8
11/26/2020,4.25,89
11/27/2020,4.99,165.6
11/28/2020,5.22,59.8
11/29/2020,7.2,342.2
11/30/2020,6.95,337.8
12/1/2020,4.85,136.4
12/2/2020,8.56,128
12/3/2020,6.53,337
12/4/2020,4.49,357.7
12/5/2020,2.98,43.4
12/6/2020,4.35,305
12/7/2020,4.61,342
12/8/2020,3.86,268.8
12/9/2020,4.93,237.6
12/10/2020,5.83,194.2
12/11/2020,7.06,168.8
12/12/2020,4.58,8.5
12/13/2020,8.21,74
12/14/2020,5.12,11.3
12/15/2020,4.81,67.5
12/16/2020,5.62,338
12/17/2020,3.04,41.9
12/18/2020,6.53,118.4
12/19/2020,5.8,103.4
12/20/2020,3.83,325.4
12/21/2020,2.88,197.2
12/22/2020,4.67,140.7
12/23/2020,7.83,193.1
12/24/2020,8.98,325
12/25/2020,4.25,317.3
12/26/2020,5.25,147.5
12/27/2020,6.78,161.7
12/28/2020,5.81,139.8
12/29/2020,7.32,123.3
12/30/2020,7.55,141.4
12/31/2020,8.41,156.7
1/1/2021,6.22,274.6
1/2/2021,4.16,319
1/3/2021,5.01,183.6
1/4/2021,3.7,228
1/5/2021,5.12,90.7
1/6/2021,6.82,141.6
1/7/2021,7.22,312.5
1/8/2021,5.09,357.8
1/9/2021,4.12,43.2
1/10/2021,6.28,43.7
1/11/2021,5.8,350.7
1/12/2021,2.71,340.1
1/13/2021,4.49,245.3
1/14/2021,7,252.2
1/15/2021,7.87,310.9
1/16/2021,4.78,301.5
1/17/2021,3.56,308.2
1/18/2021,6.07,134.5
1/19/2021,6.22,145.9
1/20/2021,4.7,111.7
1/21/2021,4.93,210.3
1/22/2021,2.73,262.1
1/23/2021,5,81.7
1/24/2021,6.82,153.5
1/25/2021,7,190.8
1/26/2021,5.67,57.9
1/27/2021,7.45,352.5
1/28/2021,4.84,40.1
1/29/2021,4.77,112.4
1/30/2021,8.31,179.5
1/31/2021,8.09,320.1
2/1/2021,5.94,348
2/2/2021,3.89,112.2
2/3/2021,5.48,143.4
2/4/2021,7.62,201.5
2/5/2021,6.25,53.3
2/6/2021,4.59,21.2
2/7/2021,4.98,93
2/8/2021,5.58,117
2/9/2021,2.75,119
2/10/2021,3.6,131.4
2/11/2021,6.01,1.2
2/12/2021,7.23,13.3
2/13/2021,6.54,13.2
2/14/2021,5.5,15.6
2/15/2021,7.66,330.6
2/16/2021,3.94,48.6
2/17/2021,6.6,36.8
2/18/2021,7.31,358.1
2/19/2021,4.88,3.3
2/20/2021,4.47,121.9
2/21/2021,6.31,158.8
2/22/2021,4.31,354.2
2/23/2021,4.8,174.2
2/24/2021,6.45,192.2
2/25/2021,5.19,163
2/26/2021,6.32,179.1
2/27/2021,6.73,159.2
2/28/2021,6.33,167.6
3/1/2021,5.25,39.9
3/2/2021,6.64,16.9
3/3/2021,3.37,89.7
3/4/2021,3.43,153.6
3/5/2021,4.45,131.9
3/6/2021,6.63,31.2
3/7/2021,5.27,82.7
3/8/2021,5.3,118.1
3/9/2021,7.03,141.6
3/10/2021,7.85,159.8
3/11/2021,6.79,151.4
3/12/2021,6.49,142.5
3/13/2021,7.23,140.9
3/14/2021,7.45,166.5
3/15/2021,4.97,195.7
3/16/2021,5.43,166.7
3/17/2021,7.39,232
3/18/2021,7.83,323.8
3/19/2021,5.39,3.4
3/20/2021,4.61,46.9
3/21/2021,4.4,116.1
3/22/2021,7.14,142.9
3/23/2021,4.22,180.9
3/24/2021,7.48,115
3/25/2021,5.63,286.5
3/26/2021,5.69,94.6
3/27/2021,6.43,168.5
3/28/2021,6,19.3
3/29/2021,5.04,105.6
3/30/2021,6.76,166.6
3/31/2021,6.29,52.3
4/1/2021,7,35.7
4/2/2021,5.75,93.2
4/3/2021,3.94,100.3
4/4/2021,4.81,117.7
4/5/2021,5.76,149.6
4/6/2021,7.63,165.3
4/7/2021,7.13,184.1
4/8/2021,3.83,163.2
4/9/2021,6.93,166.8
4/10/2021,4.74,352.3
4/11/2021,4.5,82.2
4/12/2021,5.71,134.8
4/13/2021,5.45,130
4/14/2021,4.36,164.5
4/15/2021,5.5,55.9
4/16/2021,5.11,92.8
4/17/2021,6.48,6.3
4/18/2021,5.58,358
4/19/2021,3.79,63
4/20/2021,2.85,266.9
4/21/2021,5.95,24.5
4/22/2021,5.95,99.5
4/23/2021,8.06,148.1
4/24/2021,6.54,296.2
4/25/2021,4.95,103.2
4/26/2021,6.47,150.6
4/27/2021,6.99,154.6
4/28/2021,9.32,156.4
4/29/2021,5.94,139.1
4/30/2021,4.69,81.9
5/1/2021,6.6,120.2
5/2/2021,7.92,189.6
5/3/2021,7.37,173.7
5/4/2021,4.59,181.1
5/5/2021,4.87,30.9
5/6/2021,4.62,50.1
5/7/2021,4.29,129.1
5/8/2021,7.92,170.4
5/9/2021,8.17,183.7
5/10/2021,5.36,168.3
5/11/2021,5.03,140.3
5/12/2021,4.54,18.8
5/13/2021,5.02,35.4
5/14/2021,4.75,91.2
5/15/2021,5.99,141.7
5/16/2021,6.84,149.9
5/17/2021,5.78,162.9
5/18/2021,6.76,128.8
5/19/2021,6.09,145.6
5/20/2021,6.97,126.6
5/21/2021,7.01,109
5/22/2021,7.33,118.3
5/23/2021,6.19,113.9
5/24/2021,6.63,133.3
5/25/2021,5.84,145
5/26/2021,4.79,171.4
5/27/2021,5.24,174.7
5/28/2021,3.43,194.1
5/29/2021,4.15,160.4
5/30/2021,5.27,88.5
5/31/2021,5.09,125.9
6/1/2021,4.74,184.3
6/2/2021,2.27,238.5
6/3/2021,2.41,169.4
6/4/2021,4.14,119
6/5/2021,4.69,156.8
6/6/2021,4.24,166
6/7/2021,7.05,166
6/8/2021,6.21,169.6
6/9/2021,5.55,176.4
6/10/2021,5.25,190.3
6/11/2021,5.29,194.7
6/12/2021,3.53,218.9
6/13/2021,3.83,261.3
6/14/2021,3.38,75.2
6/15/2021,2.04,126.4
6/16/2021,3.44,83.1
6/17/2021,4.65,77.8
6/18/2021,4.19,75.3
6/19/2021,3.38,198.4
6/20/2021,5.72,188.5
6/21/2021,6.44,170.6
6/22/2021,1.96,151.1
6/23/2021,4.31,158.7
6/24/2021,5.15,174.7
6/25/2021,5.43,175.2
6/26/2021,5.94,153
6/27/2021,5.89,117.4
6/28/2021,5.65,131.3
6/29/2021,5.15,126.6
6/30/2021,3.83,117.8
7/1/2021,2.44,172.3
7/2/2021,2.8,250.9
7/3/2021,2.47,8.9
7/4/2021,2.64,119.9
7/5/2021,2.79,127.4
7/6/2021,3.16,163.1
7/7/2021,4.42,152.5
7/8/2021,6.3,130.9
7/9/2021,5.54,138.7
7/10/2021,5.58,183
7/11/2021,5.48,204.8
7/12/2021,4.39,197.9
7/13/2021,3.26,144.2
7/14/2021,4.17,135.6
7/15/2021,4.6,169.1
7/16/2021,4.92,182.6
7/17/2021,4.22,165
7/18/2021,3.51,188.7
7/19/2021,3.07,230
7/20/2021,3.16,332.7
7/21/2021,2.99,255.7
7/22/2021,3.65,213
7/23/2021,4.5,208.3
7/24/2021,4.48,220.1
7/25/2021,3.71,242.9
7/26/2021,3.69,241
7/27/2021,2.87,228.7
7/28/2021,2.41,130.6
7/29/2021,3.04,155.4
7/30/2021,2.42,186.9
7/31/2021,3.58,223
8/1/2021,3.93,240.7
8/2/2021,3.9,272.4
8/3/2021,1.79,323.6
8/4/2021,4.45,61.7
8/5/2021,3.95,86
8/6/2021,2.86,118.4
8/7/2021,4.03,178.4
8/8/2021,5.75,183.1
8/9/2021,5.49,182.2
8/10/2021,4.76,166.8
8/11/2021,4.11,159.8
8/12/2021,3.39,158.7
8/13/2021,2.59,137.1
8/14/2021,2.68,115.7
8/15/2021,2.23,39.7
8/16/2021,2.1,148.5
8/17/2021,3.26,164.4
8/18/2021,5.18,158
8/19/2021,5.06,165.7
8/20/2021,5.14,170.3
8/21/2021,4.06,186.8
8/22/2021,3.02,208.2
8/23/2021,3.11,210.7
8/24/2021,2.96,212.2
8/25/2021,2.36,119.3
8/26/2021,4.17,82.3
8/27/2021,4.26,89.7
8/28/2021,4.41,90.7
8/29/2021,5.1,6.4
8/30/2021,4.51,291.9
8/31/2021,4.66,223.9
9/1/2021,3.52,200.6
9/2/2021,2.46,162.5
9/3/2021,2.89,160.2
9/4/2021,3.3,220
9/5/2021,4.44,234.9
9/6/2021,3.39,355.3
9/7/2021,3.4,47.5
9/8/2021,2.64,24.5
9/9/2021,4.16,37.1
9/10/2021,5.3,73
9/11/2021,4.95,88.7
9/12/2021,5.2,100.8
9/13/2021,7.67,100.3
9/14/2021,6.75,99.5
9/15/2021,5.58,358.4
9/16/2021,3.72,16.7
9/17/2021,3.06,251.6
9/18/2021,2.83,231.8
9/19/2021,2.37,177.8
9/20/2021,3.89,192.8
9/21/2021,4.33,248.5
9/22/2021,7.24,19.4
9/23/2021,3.84,73.2
9/24/2021,3.89,90.9
9/25/2021,3.76,77.2
9/26/2021,3.76,109.8
9/27/2021,4.45,123.8
9/28/2021,4.28,171.8
9/29/2021,4.56,162
9/30/2021,4.66,134.2
10/1/2021,4.43,109
10/2/2021,3.34,118
10/3/2021,1.17,48.2
10/4/2021,4.12,8.2
10/5/2021,3.67,18.1
10/6/2021,2.9,34.6
10/7/2021,1.96,120.9
10/8/2021,2.69,168
10/9/2021,4.44,172.1
10/10/2021,7.48,160.2
10/11/2021,4.26,194.2
10/12/2021,5.88,159.3
10/13/2021,6.82,162.8
10/14/2021,5.77,166.8
10/15/2021,4.75,223.3
10/16/2021,7.23,17.6
10/17/2021,3.71,41.1
10/18/2021,3.38,88.5
10/19/2021,4.75,107.1
10/20/2021,4.36,105.4
10/21/2021,2.31,108.4
10/22/2021,3.2,134.6
10/23/2021,5.4,144.5
10/24/2021,5.53,151.5
10/25/2021,3.12,208.2
10/26/2021,4.95,150.3
10/27/2021,8.09,220
10/28/2021,10.93,296.2
10/29/2021,8.65,310.8
10/30/2021,3.43,306.9
10/31/2021,2.38,98.7
11/1/2021,3.65,100.4
11/2/2021,3.77,89.8
11/3/2021,4.59,58.8
11/4/2021,5.61,19.8
11/5/2021,4.84,26.7
11/6/2021,4.06,53.7
11/7/2021,3.29,103.4
11/8/2021,3.47,129.8
11/9/2021,4.05,127.5
11/10/2021,6.11,150.2
11/11/2021,5.7,334.9
11/12/2021,4.8,13.5
11/13/2021,4.8,6
11/14/2021,3.72,186.8
11/15/2021,4.78,184.7
11/16/2021,6.9,173.9
11/17/2021,6.62,169
11/18/2021,5.78,24.2
11/19/2021,4.78,55
11/20/2021,4.32,133.2
11/21/2021,4.96,165
11/22/2021,5.88,6.9
11/23/2021,5.46,108.2
11/24/2021,7.32,146.8
11/25/2021,5.39,67.7
11/26/2021,5.19,19.3
11/27/2021,2.13,67.4
11/28/2021,4.22,11
11/29/2021,3.22,115.8
11/30/2021,3.58,156
12/1/2021,3.8,180.8
12/2/2021,3.55,201.9
12/3/2021,4.84,173.4
12/4/2021,4.54,174.4
12/5/2021,5.66,155.9
12/6/2021,6.49,189.7
12/7/2021,2.28,50.8
12/8/2021,3.01,84.5
12/9/2021,6.82,185.8
12/10/2021,8.36,185.4
12/11/2021,7.49,344.8
12/12/2021,4.34,53.3
12/13/2021,4.62,98
12/14/2021,6.18,136.9
12/15/2021,7.03,148.6
12/16/2021,5.77,158.9
12/17/2021,6.15,144.9
12/18/2021,6.12,149.6
12/19/2021,6.24,11.2
12/20/2021,4.24,25.5
12/21/2021,2.82,355.4
12/22/2021,3.7,140.8
12/23/2021,6.7,168.6
12/24/2021,8.14,191.6
12/25/2021,6.8,203
12/26/2021,6.6,187.9
12/27/2021,6.81,188.2
12/28/2021,7.67,187.4
12/29/2021,6.29,190.4
12/30/2021,3.67,179.1
12/31/2021,7.22,187.3
1/1/2022,8.64,199.3
1/2/2022,9.78,333.2
1/3/2022,4.11,9.1
1/4/2022,4.6,176
1/5/2022,4.86,197.2
1/6/2022,5.92,315
1/7/2022,5.14,68.2
1/8/2022,8.37,136.8
1/9/2022,6.32,231
1/10/2022,7.88,23.4
1/11/2022,4.93,40.5
1/12/2022,2.43,22.1
1/13/2022,4.03,281.6
1/14/2022,4.22,199.3
1/15/2022,9.98,308.1
1/16/2022,6.24,310.2
1/17/2022,3.3,278.4
1/18/2022,6.87,168.9
1/19/2022,6.99,190.4
1/20/2022,8.05,5.2
1/21/2022,6.17,27.6
1/22/2022,5.36,35.6
1/23/2022,3.55,157.6
1/24/2022,3.78,106.4
1/25/2022,5.46,22.1
1/26/2022,5.29,46
1/27/2022,3.76,44.1
1/28/2022,6.57,355.5
1/29/2022,4.35,220
1/30/2022,5.26,212.4
1/31/2022,7.25,126.2
2/1/2022,6.55,124.3
2/2/2022,4.72,131.2
2/3/2022,7.42,335.1
2/4/2022,7.36,339.1
2/5/2022,3.14,2.5
2/6/2022,2.06,117.8
2/7/2022,4.97,359
2/8/2022,4.02,3.4
2/9/2022,4.68,219
2/10/2022,3.45,197.6
2/11/2022,4.8,186.7
2/12/2022,5.91,356.7
2/13/2022,4.46,343.6
2/14/2022,4.55,200
2/15/2022,6.97,134.7
2/16/2022,8.51,153
2/17/2022,9.29,231.7
2/18/2022,6.17,8.3
2/19/2022,4.5,65.8
2/20/2022,4.38,129.2
2/21/2022,8.33,178.6
2/22/2022,6.47,179.4
2/23/2022,3.11,14
2/24/2022,3.88,338.7
2/25/2022,5.95,19
2/26/2022,4.07,26.2
2/27/2022,6.1,354.5
2/28/2022,3.01,15.9
3/1/2022,2.44,187.3
3/2/2022,3.47,175.1
3/3/2022,3.11,153.6
3/4/2022,5.6,140.7
3/5/2022,7.6,157.6
3/6/2022,7.87,154.8
3/7/2022,6.71,359.8
3/8/2022,4.85,7.1
3/9/2022,4.8,24.9
3/10/2022,3.81,96.1
3/11/2022,6.44,354.4
3/12/2022,6.42,15.2
3/13/2022,5.43,124.9
3/14/2022,7.18,143.7
3/15/2022,6.12,304.1
3/16/2022,3.97,219.3
3/17/2022,7.28,151.1
3/18/2022,7.98,306.4
3/19/2022,4.41,34.7
3/20/2022,5.88,118.8
3/21/2022,10.13,137.6
3/22/2022,7.91,241.3
3/23/2022,6.43,302.8
3/24/2022,5.64,265.7
3/25/2022,4.27,280.5
3/26/2022,4.73,188.9
3/27/2022,6.61,193.8
3/28/2022,7.05,185
3/29/2022,8.95,162.3
3/30/2022,9.71,209.7
3/31/2022,4.64,4.9
4/1/2022,5.5,92.1
4/2/2022,3.01,99.4
4/3/2022,4.79,132
4/4/2022,6.14,136.3
4/5/2022,5.32,197.5
4/6/2022,7.66,296.9
4/7/2022,8.3,332.9
4/8/2022,7.83,313.4
4/9/2022,4.67,203.3
4/10/2022,9.55,174.2
4/11/2022,7.44,158.5
4/12/2022,7.8,156.3
4/13/2022,7.75,175.3
4/14/2022,7.19,72
4/15/2022,6.71,145.2
4/16/2022,6.03,175.7
4/17/2022,5.04,190.9
4/18/2022,5.99,36.7
4/19/2022,7.53,108.5
4/20/2022,8.71,154.1
4/21/2022,7.3,139.3
4/22/2022,7.2,137.7
4/23/2022,7.95,150.6
4/24/2022,7.22,157.3
4/25/2022,4.54,145.8
4/26/2022,5.45,33.1
4/27/2022,4.71,101.8
4/28/2022,5.47,151.7
4/29/2022,6.66,160.4
4/30/2022,5.72,177.6
5/1/2022,3.95,163.6
5/2/2022,7.48,162.5
5/3/2022,6.17,166.5
5/4/2022,6.63,148
5/5/2022,6.93,163.1
5/6/2022,3.52,227.8
5/7/2022,3.94,183
5/8/2022,6.5,173.5
5/9/2022,7.3,158.4
5/10/2022,6.12,147.4
5/11/2022,4.47,148.8
5/12/2022,3.75,179.1
5/13/2022,4.53,199.2
5/14/2022,4.48,203.3
5/15/2022,4.36,216.9
5/16/2022,3.32,222.8
5/17/2022,4.33,197.4
5/18/2022,6.82,191
5/19/2022,7.7,180.6
5/20/2022,8.66,170.4
5/21/2022,7.21,151.5
5/22/2022,4.22,56.4
5/23/2022,4.05,62.2
5/24/2022,5.62,154.2
5/25/2022,4.64,229.4
5/26/2022,3.9,254.2
5/27/2022,5.6,299.6
5/28/2022,4.24,134.7
5/29/2022,6.49,174.3
5/30/2022,7.66,154.2
5/31/2022,6.35,145.3
6/1/2022,4.38,159.1
6/2/2022,2.39,277.6
6/3/2022,3.99,27.2
6/4/2022,3.02,83.4
6/5/2022,3.59,162.8
6/6/2022,6.81,181.1
6/7/2022,6.27,175.9
6/8/2022,5.36,186.2
6/9/2022,3.41,211
6/10/2022,4.75,223.1
6/11/2022,5.04,219.1
6/12/2022,6.24,205.8
6/13/2022,6.3,191.8
6/14/2022,5.95,174.7
6/15/2022,5.13,176
6/16/2022,3.17,183.4
6/17/2022,2.91,150.2
6/18/2022,2.96,184.5
6/19/2022,3.56,196.2
6/20/2022,3.52,118.8
6/21/2022,3.98,155
6/22/2022,2.55,179.2
6/23/2022,3.52,221.2
6/24/2022,4.09,209.6
6/25/2022,4.15,203.4
6/26/2022,3.2,231.4
6/27/2022,4.02,26.6
6/28/2022,4.01,65.3
6/29/2022,3.68,96.1
6/30/2022,4.51,120
7/1/2022,5.49,177.6
7/2/2022,5.42,188.5
7/3/2022,4.62,184.5
7/4/2022,4.59,187.1
7/5/2022,4.51,187.3
7/6/2022,4.2,185.9
7/7/2022,4.17,192.3
7/8/2022,4.21,206.1
7/9/2022,4.27,220.7
7/10/2022,5.3,222.8
7/11/2022,5.04,213.2
7/12/2022,3.95,213.4
7/13/2022,3.4,190.5
7/14/2022,2.97,157.1
7/15/2022,4.04,180.1
7/16/2022,3.6,200.7
7/17/2022,4.26,212.5
7/18/2022,5.38,208.5
7/19/2022,6.57,203
7/20/2022,6.26,202.5
7/21/2022,4.25,199.6
7/22/2022,3.38,173.4
7/23/2022,4.66,160.9
7/24/2022,4.65,184
7/25/2022,4.11,174.6
7/26/2022,4.77,171.9
7/27/2022,4.16,177.6
7/28/2022,4.58,183.2
7/29/2022,4.91,189.7
7/30/2022,4.44,181.4
7/31/2022,4.92,153.3
8/1/2022,5.25,182.7
8/2/2022,5.04,192
8/3/2022,5.5,197.8
8/4/2022,4.47,187.6
8/5/2022,3.13,145.4
8/6/2022,4.32,149.5
8/7/2022,4.5,142.1
8/8/2022,3.74,139.3
8/9/2022,3.77,154.2
8/10/2022,2.67,140.7
8/11/2022,2.43,112.1
8/12/2022,3.86,82.4
8/13/2022,5.06,90.5
8/14/2022,4.88,164
8/15/2022,3.49,169.1
8/16/2022,3.53,193.9
8/17/2022,4.4,219.4
8/18/2022,3.37,233.3
8/19/2022,2.34,196.3
8/20/2022,4.43,168.9
8/21/2022,5.08,168.9
8/22/2022,6.13,184.8
8/23/2022,4.5,217
8/24/2022,3.76,239.6
8/25/2022,2.64,226.9
8/26/2022,2.97,195.2
8/27/2022,3.84,186.3
8/28/2022,5.26,154.1
8/29/2022,5.47,151.1
8/30/2022,3.25,114.7
8/31/2022,2.71,66.2
9/1/2022,1.83,12.8
9/2/2022,2.34,131.7
9/3/2022,2,198.2
9/4/2022,2.5,283
9/5/2022,3.54,226.6
9/6/2022,3.09,208.5
9/7/2022,2.23,202.3
9/8/2022,3.37,43
9/9/2022,2.86,75.4
9/10/2022,2.32,59.8
9/11/2022,2.75,346.8
9/12/2022,3.92,18.4
9/13/2022,3.99,72.1
9/14/2022,4.8,80.3
9/15/2022,5.06,91.1
9/16/2022,4.62,118.8
9/17/2022,4.55,128.2
9/18/2022,3.66,126.1
9/19/2022,3.25,136.2
9/20/2022,2.77,149.5
9/21/2022,3.26,233.6
9/22/2022,3.62,3.2
9/23/2022,3.61,124.4
9/24/2022,3.3,186.4
9/25/2022,2.73,233.7
9/26/2022,4.98,3.5
9/27/2022,5.95,41.5
9/28/2022,5.95,53.3
9/29/2022,6.33,38.3
9/30/2022,5.01,40.4
10/1/2022,3.53,49.9
10/2/2022,3.83,40.5
10/3/2022,3.38,48.8
10/4/2022,3.5,81.9
10/5/2022,3.03,99.3
10/6/2022,2.56,125
10/7/2022,2.99,331.8
10/8/2022,5.38,58
10/9/2022,4.15,85.8
10/10/2022,4.45,107.4
10/11/2022,4.96,125.5
10/12/2022,4.77,181.1
10/13/2022,2.97,26
10/14/2022,4.38,109
10/15/2022,4.75,160.7
10/16/2022,4.15,154.1
10/17/2022,5.59,10.3
10/18/2022,6.35,7.7
10/19/2022,3.42,23.2
10/20/2022,5.06,219.2
10/21/2022,6.31,207.5
10/22/2022,7.83,180.4
10/23/2022,7.77,162.3
10/24/2022,8.2,166.3
10/25/2022,7.17,312.1
10/26/2022,3.06,48
10/27/2022,4.42,99.1
10/28/2022,7.39,105.1
10/29/2022,5.51,277.3
10/30/2022,4.29,276.9
10/31/2022,2.43,123.1
11/1/2022,3.44,96.3
11/2/2022,4.73,90.2
11/3/2022,5.84,133.2
11/4/2022,7.43,151.4
11/5/2022,3.98,81.8
11/6/2022,4.99,153.6
11/7/2022,4.26,107.7
11/8/2022,4.49,96.4
11/9/2022,3.73,121.5
11/10/2022,3.55,134.8
11/11/2022,4.16,219.7
11/12/2022,7.55,355.1
11/13/2022,4.8,44.6
11/14/2022,6.66,77.1
11/15/2022,6.54,353.1
11/16/2022,5.21,18.7
11/17/2022,4.57,36
11/18/2022,5.07,69
11/19/2022,5.61,33.6
11/20/2022,5.59,27.5
11/21/2022,4.09,34.9
11/22/2022,3.83,45.4
11/23/2022,4.48,95.6
11/24/2022,6.12,96.7
11/25/2022,6.01,42.1
11/26/2022,7.75,215.8
11/27/2022,5.81,244.9
11/28/2022,4.31,97
11/29/2022,7.78,186.5
11/30/2022,7.8,14.3
12/1/2022,5.8,80.7
12/2/2022,6.43,143.1
12/3/2022,3.33,249.9
12/4/2022,2.89,107.7
12/5/2022,6.1,186
12/6/2022,6.4,187.9
12/7/2022,5.2,168.7
12/8/2022,4.75,169.6
12/9/2022,4.25,171.3
12/10/2022,4.87,156.6
12/11/2022,3.56,84.8
12/12/2022,5.53,101.2
12/13/2022,8.26,156.7
12/14/2022,6.06,321.9
12/15/2022,2.43,10.7
12/16/2022,5,68.8
12/17/2022,5.25,7.7
12/18/2022,5.72,59.2
12/19/2022,7.19,66
12/20/2022,6.42,12.4
12/21/2022,2.52,13
12/22/2022,6.26,332.1
12/23/2022,8.3,351.9
12/24/2022,4.33,4.5
12/25/2022,3,17.8
12/26/2022,2.53,319.9
12/27/2022,3.96,31.9
12/28/2022,6.48,150.6
12/29/2022,7.97,158.4
12/30/2022,4.15,35.9
12/31/2022,3.57,206.6
1/1/2023,5.91,164.6
1/2/2023,8.44,161.7
1/3/2023,6.05,242.7
1/4/2023,4.35,306
1/5/2023,2.75,62.6
1/6/2023,5.86,136.1
1/7/2023,5.82,162.7
1/8/2023,5.53,8.4
1/9/2023,4.51,94.2
1/10/2023,5.32,194.3
1/11/2023,7.6,207.8
1/12/2023,8.64,309.9
1/13/2023,6.37,352.4
1/14/2023,4.97,110.3
1/15/2023,7.92,155.1
1/16/2023,6.93,181.9
1/17/2023,5.24,184.2
1/18/2023,6.95,178.2
1/19/2023,5.81,339.3
1/20/2023,5.65,49.8
1/21/2023,5.17,56.9
1/22/2023,5.97,327.2
1/23/2023,5.32,63.8
1/24/2023,9.73,141.5
1/25/2023,6.26,317.1
1/26/2023,3.97,340.5
1/27/2023,3.65,123.4
1/28/2023,8.05,145.9
1/29/2023,6.01,195
1/30/2023,4.31,358.5
1/31/2023,4.81,358.2
2/1/2023,4.28,18
2/2/2023,4.71,350.7
2/3/2023,5.29,17.9
2/4/2023,4.64,114.1
2/5/2023,4.46,154.2
2/6/2023,6.81,148.4
2/7/2023,6.83,129.1
2/8/2023,6.98,186.6
2/9/2023,2.28,156.3
2/10/2023,5.29,336.4
2/11/2023,6.41,319.4
2/12/2023,3.72,251.5
2/13/2023,4.06,171.9
2/14/2023,8.23,185.1
2/15/2023,6.79,165
2/16/2023,7.34,329
2/17/2023,7.48,359.2
2/18/2023,4.26,93.6
2/19/2023,4.43,176
2/20/2023,7.32,216.2
2/21/2023,7.39,195.9
2/22/2023,8.92,181.6
2/23/2023,5,155.3
2/24/2023,4.93,134.2
2/25/2023,4.62,157.4
2/26/2023,6.76,161.8
2/27/2023,6.9,226.8
2/28/2023,4.93,198.6
3/1/2023,7.1,172.5
3/2/2023,8.18,156.1
3/3/2023,7.47,294.8
3/4/2023,3.44,85.7
3/5/2023,4.57,128.7
3/6/2023,4.1,181
3/7/2023,4.17,173.8
3/8/2023,3.9,171.5
3/9/2023,4.77,178.9
3/10/2023,2.69,300.2
3/11/2023,7.02,183.6
3/12/2023,7.36,268.2
3/13/2023,6.76,36.7
3/14/2023,5.85,56.6
3/15/2023,5.69,108.9
3/16/2023,9.01,164.9
3/17/2023,7.86,343.5
3/18/2023,6.45,11.6
3/19/2023,5.82,10.6
3/20/2023,5.5,110.2
3/21/2023,8.08,144.3
3/22/2023,7.29,163.9
3/23/2023,7.25,157.7
3/24/2023,8.63,184.5
3/25/2023,3.9,253.4
3/26/2023,4.2,159
3/27/2023,4.12,74.1
3/28/2023,6.82,18.9
3/29/2023,5.4,70.3
3/30/2023,7.21,131.2
3/31/2023,7.78,179.5
4/1/2023,3.89,348.4
4/2/2023,5.94,150.2
4/3/2023,6.9,186.3
4/4/2023,8.79,166.9
4/5/2023,5.87,167.4
4/6/2023,6.43,38.6
4/7/2023,5.63,28.7
4/8/2023,4.51,17.1
4/9/2023,4.1,50.9
4/10/2023,4.11,56.6
4/11/2023,4.9,58.2
4/12/2023,4.8,56.2
4/13/2023,3.5,133.8
4/14/2023,5.86,167.5
