date,wind_speed,wind_direction_degrees
4/15/2023,5.08,177.7
4/16/2023,6.82,1.8
4/17/2023,4.56,109.5
4/18/2023,6.23,154
4/19/2023,6.64,147.1
4/20/2023,6.64,141.2
4/21/2023,4.06,154.7
4/22/2023,5.62,87.4
4/23/2023,6.15,52.5
4/24/2023,5.47,62.4
4/25/2023,5.23,94.8
4/26/2023,5.35,120.9
4/27/2023,4.68,277.9
4/28/2023,3.86,125.6
4/29/2023,7.63,312.3
4/30/2023,5.09,248.1
5/1/2023,3.3,193
5/2/2023,2.97,131.1
5/3/2023,3.44,131.8
5/4/2023,4,146.9
5/5/2023,5.46,172.5
5/6/2023,5.89,147.1
5/7/2023,5.72,149.8
5/8/2023,5.83,151.9
5/9/2023,4.83,141
5/10/2023,5.18,150.2
5/11/2023,6.01,147.1
5/12/2023,6.26,138
5/13/2023,6.06,130.2
5/14/2023,5.3,132.1
5/15/2023,2.46,149.9
5/16/2023,3.21,283.9
5/17/2023,3.24,335.3
5/18/2023,2.26,36.6
5/19/2023,3.54,219.4
5/20/2023,3.85,303.2
5/21/2023,3.83,20.6
5/22/2023,2.32,20.4
5/23/2023,1.18,32.2
5/24/2023,2.25,46.7
5/25/2023,4,53.2
5/26/2023,3.59,61.4
5/27/2023,2.94,126.8
5/28/2023,3.09,146.2
5/29/2023,3.04,152.5
5/30/2023,2.94,134.9
5/31/2023,2.72,152.7
6/1/2023,3.27,163.3
6/2/2023,2.71,180.1
6/3/2023,2.11,249
6/4/2023,1.57,28.3
6/5/2023,2.08,99.5
6/6/2023,2.62,127.4
6/7/2023,2.3,259.1
6/8/2023,3.53,281
6/9/2023,3.44,229.4
6/10/2023,4.38,195
6/11/2023,4.91,194.3
6/12/2023,4.73,200
6/13/2023,5.63,182
6/14/2023,6.09,198.5
6/15/2023,5.86,203.2
6/16/2023,6.09,190.4
6/17/2023,4.81,207
6/18/2023,6.33,199.6
6/19/2023,5.66,206
6/20/2023,5.14,200.2
6/21/2023,3.5,207.1
6/22/2023,3,147.4
6/23/2023,3.2,154.2
6/24/2023,4.54,190.2
6/25/2023,5.7,204.9
6/26/2023,5.21,205.4
6/27/2023,5,208.2
6/28/2023,4.54,200.5
6/29/2023,4.31,193.6
6/30/2023,4.18,182
7/1/2023,3.68,185.8
7/2/2023,3.56,189
7/3/2023,3.61,182.5
7/4/2023,4.21,193.2
7/5/2023,3.88,171.3
7/6/2023,4.03,184.1
7/7/2023,4.29,161.6
7/8/2023,4.33,189.6
7/9/2023,5.72,208
7/10/2023,4.78,212
7/11/2023,5.25,211.7
7/12/2023,5.75,200.7
7/13/2023,5.9,203.6
7/14/2023,5.51,202.3
7/15/2023,5.23,211.6
7/16/2023,4.23,215.8
7/17/2023,3.9,198
7/18/2023,4.83,203.7
7/19/2023,4.64,189.2
7/20/2023,4.07,192.3
7/21/2023,4.13,202.9
7/22/2023,3.52,231.9
7/23/2023,2.36,200.2
7/24/2023,3.18,154.9
7/25/2023,3.48,174
7/26/2023,3.4,167.6
7/27/2023,3.32,158.1
7/28/2023,3.32,165.3
7/29/2023,3.19,201.3
7/30/2023,3.2,215.6
7/31/2023,3.21,223.8
8/1/2023,3.03,200
8/2/2023,3.67,166.5
8/3/2023,3.78,190.5
8/4/2023,4.24,201.9
8/5/2023,4.52,204.2
8/6/2023,4.89,200.6
8/7/2023,5.22,204.4
8/8/2023,5.21,202
8/9/2023,6.63,200.7
8/10/2023,6.66,203.6
8/11/2023,6,198.6
8/12/2023,5.22,198.1
8/13/2023,4.75,199.2
8/14/2023,4.22,215.7
8/15/2023,2.71,288.8
8/16/2023,3.52,86.7
8/17/2023,3.54,200.2
8/18/2023,4.1,204.1
8/19/2023,3.8,214
8/20/2023,3.89,207.2
8/21/2023,4.8,102.4
8/22/2023,6.2,109.1
8/23/2023,3.06,162.7
8/24/2023,4.13,202.4
8/25/2023,3.75,145.6
8/26/2023,3,192.2
8/27/2023,3.77,280.5
8/28/2023,3.52,25.9
8/29/2023,5.53,17.4
8/30/2023,4.4,21
8/31/2023,3.19,59.9
9/1/2023,2.93,81.5
9/2/2023,3.31,108.9
9/3/2023,3.5,179
9/4/2023,5.09,171.2
9/5/2023,5.18,170.4
9/6/2023,2.99,181.5
9/7/2023,3.64,210.5
9/8/2023,3.26,215
9/9/2023,3.44,34.6
9/10/2023,4.05,47.2
9/11/2023,3.49,111.1
9/12/2023,2.65,193.3
9/13/2023,2.57,330.5
9/14/2023,2.71,108.9
9/15/2023,2.19,87.9
9/16/2023,2.61,339.9
9/17/2023,3.26,16.6
9/18/2023,3.86,115.1
9/19/2023,4.51,142.2
9/20/2023,5.45,139.1
9/21/2023,4.29,135.8
9/22/2023,4.27,155.2
9/23/2023,4.11,174.3
9/24/2023,5.11,196.4
9/25/2023,2.32,189.6
9/26/2023,2.34,138
9/27/2023,2.33,158.3
9/28/2023,2.94,91.5
9/29/2023,4.9,102.6
9/30/2023,5.35,98.3
10/1/2023,5.45,97.8
10/2/2023,5.89,98.6
10/3/2023,6.71,109.9
10/4/2023,6.74,141.6
10/5/2023,4.84,89.4
10/6/2023,5.85,17.4
10/7/2023,6.2,10.3
10/8/2023,3.47,1.7
10/9/2023,3.16,206.1
10/10/2023,3.9,134
10/11/2023,5.69,68.3
10/12/2023,4.22,108.3
10/13/2023,3.57,159.1
10/14/2023,6.77,342.9
10/15/2023,6.69,343.4
10/16/2023,5.69,353
10/17/2023,3.36,144
10/18/2023,4.66,166.4
10/19/2023,3.72,212.8
10/20/2023,4.5,252.2
10/21/2023,4.01,207.4
10/22/2023,4.45,158.7
10/23/2023,6.28,134.8
10/24/2023,7.44,134.2
10/25/2023,6.74,125.6
10/26/2023,6.18,130.6
10/27/2023,4.42,134
10/28/2023,4.79,134.9
10/29/2023,4.49,151.3
10/30/2023,8.09,355.9
10/31/2023,7.2,1.3
11/1/2023,4.85,21.3
11/2/2023,3.84,89.8
11/3/2023,3.78,115.1
11/4/2023,4.37,132.7
11/5/2023,3.68,155.5
11/6/2023,4.73,177.3
11/7/2023,5.88,185.3
11/8/2023,5.62,171.2
11/9/2023,4.28,151.4
11/10/2023,3.92,43.6
11/11/2023,3.93,21.9
11/12/2023,4.28,25.7
11/13/2023,5.8,39
11/14/2023,4.91,19.8
11/15/2023,4.84,12.4
11/16/2023,3.01,48
11/17/2023,2.39,248.4
11/18/2023,4.01,18.1
11/19/2023,4.54,119.9
11/20/2023,7.07,186.7
11/21/2023,7.9,335.7
11/22/2023,4.27,334.3
11/23/2023,2.11,104.6
11/24/2023,4.25,55.5
11/25/2023,5.01,79.3
11/26/2023,6.22,347
11/27/2023,5.16,9.2
11/28/2023,3.35,51.3
11/29/2023,4,111.3
11/30/2023,7.83,142.5
12/1/2023,2.98,264
12/2/2023,4.63,358.1
12/3/2023,4.31,261.8
12/4/2023,5.02,341.6
12/5/2023,3.55,25
12/6/2023,4.31,54.7
12/7/2023,4.95,134.7
12/8/2023,7.33,163.4
12/9/2023,6.46,225.3
12/10/2023,6.49,339.7
12/11/2023,3.56,103.6
12/12/2023,5.68,92.8
12/13/2023,5.85,66.8
12/14/2023,6.53,78.4
12/15/2023,6.32,93.6
12/16/2023,5.61,346.5
12/17/2023,3.72,320.2
12/18/2023,5.08,343.1
12/19/2023,5.69,82
12/20/2023,6.04,100.7
12/21/2023,5.18,101.3
12/22/2023,4.57,109.6
12/23/2023,6.71,115
12/24/2023,6.11,153.9
12/25/2023,6.17,320.9
12/26/2023,3.31,72.1
12/27/2023,4.23,321.2
12/28/2023,5.45,337.2
12/29/2023,5.61,302.1
12/30/2023,3.77,270
12/31/2023,4.08,193.5
1/1/2024,4.97,14.8
1/2/2024,5.52,73.8
1/3/2024,5.29,11.3
1/4/2024,6.04,86
1/5/2024,5.75,24.6
1/6/2024,2.42,323.2
1/7/2024,4.53,98.4
1/8/2024,9.49,160
1/9/2024,9.29,296.2
1/10/2024,5.72,196.3
1/11/2024,7.36,176.6
1/12/2024,9.97,290.7
1/13/2024,4.21,155.1
1/14/2024,3.85,25.5
1/15/2024,6.58,359.3
1/16/2024,7.16,357.4
1/17/2024,4.06,101.5
1/18/2024,5.75,218.2
1/19/2024,6.94,7.7
1/20/2024,5.6,36.3
1/21/2024,6.05,80.3
1/22/2024,7.67,121.3
1/23/2024,6.46,138.4
1/24/2024,3.36,117.3
1/25/2024,3.19,352
1/26/2024,4.9,75
1/27/2024,6.8,318.3
1/28/2024,5.66,335.5
1/29/2024,3.17,285.9
1/30/2024,5.04,253.3
1/31/2024,4.02,254.7
2/1/2024,3.54,161.2
2/2/2024,6.23,139.6
2/3/2024,5.88,151.6
2/4/2024,6.51,281.6
2/5/2024,7.7,341.3
2/6/2024,2.96,7.6
2/7/2024,5.48,138.2
2/8/2024,5.34,157.3
2/9/2024,5.62,164.9
2/10/2024,6.02,169.8
2/11/2024,6.06,198.6
2/12/2024,8.17,314.8
2/13/2024,2.86,354.2
2/14/2024,3.78,138.7
2/15/2024,3.82,152.9
2/16/2024,5.08,192.7
2/17/2024,7.34,6.3
2/18/2024,3.77,350.8
2/19/2024,3.73,186.7
2/20/2024,4.71,204.9
2/21/2024,6.94,181.5
2/22/2024,7.15,209.5
2/23/2024,6.8,338.3
2/24/2024,4.33,276.9
2/25/2024,6.22,192.4
2/26/2024,7.39,198.1
2/27/2024,8.11,195.7
2/28/2024,7.4,0.2
2/29/2024,5.27,47.4
3/1/2024,3.16,41.6
3/2/2024,3,140.2
3/3/2024,5.27,137
3/4/2024,5.26,150.8
3/5/2024,3.02,159.4
3/6/2024,3.2,144.4
3/7/2024,5.68,131.7
3/8/2024,4.98,183
3/9/2024,6.87,342.9
3/10/2024,3.02,19.8
3/11/2024,3.45,127.2
3/12/2024,4.64,155
3/13/2024,6.13,159.2
3/14/2024,6.55,146.2
3/15/2024,4.74,121
3/16/2024,5.29,93.7
3/17/2024,3.54,44.5
3/18/2024,7.03,15.9
3/19/2024,3.84,99
3/20/2024,3.24,174
3/21/2024,6.95,98.1
3/22/2024,6.07,305.3
3/23/2024,4.15,16.1
3/24/2024,7.69,133.9
3/25/2024,7.33,158.8
3/26/2024,5.29,345
3/27/2024,4.96,12.6
3/28/2024,3.53,120.6
3/29/2024,6.34,159
3/30/2024,5.61,165.7
3/31/2024,6.41,168.7
4/1/2024,7.29,162.1
4/2/2024,5.99,307.5
4/3/2024,6.3,313.8
4/4/2024,3.6,254.4
4/5/2024,4.96,214.4
4/6/2024,7,154.8
4/7/2024,5.28,170.9
4/8/2024,6.83,140.8
4/9/2024,7.24,143.9
4/10/2024,8.28,252
4/11/2024,7.49,320.2
4/12/2024,3.58,131.2
4/13/2024,5.5,159.2
4/14/2024,6.26,170.8
4/15/2024,6.5,155.9
4/16/2024,7.03,151.9
4/17/2024,5.25,143.4
4/18/2024,6.23,148.4
4/19/2024,4.11,154.2
4/20/2024,4.06,117.3
4/21/2024,7.13,16
4/22/2024,4.46,90.8
4/23/2024,4.6,158.4
4/24/2024,3.9,150
4/25/2024,6.13,149.9
4/26/2024,8.57,152
4/27/2024,10.52,141.6
4/28/2024,9.45,137.9
4/29/2024,5.14,155.5
4/30/2024,3.81,132.3
5/1/2024,5.77,130.8
5/2/2024,6.21,141.7
5/3/2024,6.3,118.2
5/4/2024,5.81,121
5/5/2024,6.1,134.3
5/6/2024,6.5,140.7
5/7/2024,5.91,169.3
5/8/2024,6.31,163.7
5/9/2024,3.82,149
5/10/2024,5.3,36.3
5/11/2024,5.61,80
5/12/2024,6.28,116.8
5/13/2024,3.34,175
5/14/2024,3.64,293.8
5/15/2024,2.22,127.2
5/16/2024,5.65,137.6
5/17/2024,3.18,31.5
5/18/2024,3.02,153.6
5/19/2024,3.56,149
5/20/2024,5.11,143.6
5/21/2024,6.68,150.2
5/22/2024,6.71,146.1
5/23/2024,6.67,152.2
5/24/2024,6.4,165.2
5/25/2024,5.94,165.5
5/26/2024,6.26,179.8
5/27/2024,2.84,174.1
5/28/2024,4.15,111.9
5/29/2024,4.07,106.4
5/30/2024,4.92,122.2
5/31/2024,3.48,131
6/1/2024,2.79,139.8
6/2/2024,4.59,141.2
6/3/2024,6.1,152.3
6/4/2024,7.46,158.9
6/5/2024,4.77,194.7
6/6/2024,2.89,21.1
6/7/2024,2.67,126.3
6/8/2024,3.76,172.4
6/9/2024,3.93,169.9
6/10/2024,1.59,147
6/11/2024,2.58,83.5
6/12/2024,3.05,74.9
6/13/2024,2.41,112.2
6/14/2024,2.98,110.3
6/15/2024,3.65,151
6/16/2024,4.85,132.9
6/17/2024,6.57,123.6
6/18/2024,7.9,89
6/19/2024,8.29,69.3
6/20/2024,7.11,90.2
6/21/2024,4.96,102
6/22/2024,3.64,123.8
6/23/2024,3.54,138.9
6/24/2024,3.81,154.4
6/25/2024,4.39,180.3
6/26/2024,4.4,213.3
6/27/2024,3.7,239.5
6/28/2024,4.98,201.4
6/29/2024,5.35,171.3
6/30/2024,3.2,177.5
7/1/2024,2.34,283.6
7/2/2024,3.31,185.1
7/3/2024,3.23,197.8
7/4/2024,4.58,202.4
7/5/2024,3.44,221.8
7/6/2024,2.4,134.8
7/7/2024,6.13,95.9
7/8/2024,12.39,157.2
7/9/2024,2.93,269.8
7/10/2024,3.07,88.7
7/11/2024,1.72,94.5
7/12/2024,1.64,170.9
7/13/2024,1.74,182.8
7/14/2024,2.71,215.1
7/15/2024,3.81,217
7/16/2024,3.98,197.8
7/17/2024,3.55,202.5
7/18/2024,2.53,248.1
7/19/2024,2.7,328.5
7/20/2024,2.57,178
7/21/2024,3.04,193.9
7/22/2024,2.73,210.5
7/23/2024,4.4,144.8
7/24/2024,4.24,194.9
7/25/2024,3.61,138
7/26/2024,3.55,128.5
7/27/2024,3.4,132.4
7/28/2024,4.07,167.7
7/29/2024,4.63,176.9
7/30/2024,5.16,194
7/31/2024,4.55,188.3
8/1/2024,3.29,191.5
8/2/2024,3.77,239.2
8/3/2024,2.96,271.6
8/4/2024,2.27,46.9
8/5/2024,3.01,349.3
8/6/2024,3.58,254.3
8/7/2024,3.89,255
8/8/2024,3.27,239.9
8/9/2024,3.87,16.1
8/10/2024,4.2,53.2
8/11/2024,3.59,115.7
8/12/2024,3.01,159.2
8/13/2024,2.69,188.6
8/14/2024,2.86,189.8
8/15/2024,3.31,196.1
8/16/2024,2.93,193
8/17/2024,2.78,182.2
8/18/2024,2.72,208.7
8/19/2024,3.04,257
8/20/2024,2.3,241.8
8/21/2024,3.24,116.4
8/22/2024,3.83,131.1
8/23/2024,4.5,153.7
8/24/2024,4.72,118.7
8/25/2024,4.8,106.5
8/26/2024,4.25,105
8/27/2024,3.47,106.7
8/28/2024,3.33,99
8/29/2024,4.03,99.5
8/30/2024,5.6,71.1
8/31/2024,4.54,100.1
9/1/2024,5.28,79.6
9/2/2024,5.54,84.4
9/3/2024,4.05,87.8
9/4/2024,5.17,62
9/5/2024,6.61,59.5
9/6/2024,7.27,25.6
9/7/2024,7.33,26.1
9/8/2024,6.9,31.9
9/9/2024,6.01,46
9/10/2024,6.01,66.5
9/11/2024,5.68,33.8
9/12/2024,3.85,328.2
9/13/2024,2.25,224.9
9/14/2024,4.24,223.5
9/15/2024,2.53,239.5
9/16/2024,1.62,18.5
9/17/2024,2.23,37.2
9/18/2024,2.16,161.4
9/19/2024,2.49,172.3
9/20/2024,2.98,171.6
9/21/2024,3.71,143.1
9/22/2024,4.2,142.8
9/23/2024,3.23,160.1
9/24/2024,2.34,172.7
9/25/2024,2.52,331.2
9/26/2024,6.53,14.3
9/27/2024,4.29,335.4
9/28/2024,4.21,332.9
9/29/2024,2.1,17.8
9/30/2024,2.48,150.9
10/1/2024,3.88,15.7
10/2/2024,4.22,55.5
10/3/2024,4.85,80.5
10/4/2024,5.16,82
10/5/2024,4.45,77.9
10/6/2024,5.39,40.9
10/7/2024,5.69,37.3
10/8/2024,6.19,23
10/9/2024,5.58,21
10/10/2024,3.89,39
10/11/2024,3.8,105.6
10/12/2024,2.98,190.2
10/13/2024,5.39,209
10/14/2024,4.11,242.2
10/15/2024,2.96,325
10/16/2024,7.66,52.4
10/17/2024,5.18,82.9
10/18/2024,5.9,94.4
10/19/2024,5.32,89.7
10/20/2024,4.71,80.4
10/21/2024,3.91,108.6
10/22/2024,3.43,141.5
10/23/2024,3.16,128.1
10/24/2024,3.6,148.9
10/25/2024,4.03,151.9
10/26/2024,3.38,139.1
10/27/2024,3.01,148
10/28/2024,5.88,146.5
10/29/2024,7.61,140.8
10/30/2024,7.42,137.5
10/31/2024,4.29,140.5
11/1/2024,4.36,65.9
11/2/2024,5.92,114.2
11/3/2024,8.32,147.8
11/4/2024,9.42,154.2
11/5/2024,4.87,185.8
11/6/2024,3.24,46.1
11/7/2024,4.7,77.8
11/8/2024,5.66,97.6
11/9/2024,3.57,54.5
11/10/2024,3.66,18
11/11/2024,4.98,11.6
11/12/2024,4.46,35
11/13/2024,3.9,339.6
11/14/2024,5.74,4.5
11/15/2024,4.28,72.5
11/16/2024,5.49,119.9
11/17/2024,8.03,137.1
11/18/2024,8.4,169.9
11/19/2024,4.34,304.6
11/20/2024,7.53,351.4
11/21/2024,4.22,337.8
11/22/2024,4.26,356.6
11/23/2024,4.37,114.4
11/24/2024,6.85,181.8
11/25/2024,6.75,226.6
11/26/2024,3.72,14.4
11/27/2024,6.75,213.2
11/28/2024,6.65,1.4
11/29/2024,6.61,30.1
11/30/2024,4.16,82
12/1/2024,4.3,63
12/2/2024,5.26,61.4
12/3/2024,5.67,73.4
12/4/2024,5.78,132.2
12/5/2024,6.31,18.8
12/6/2024,5.79,44.1
12/7/2024,4.62,69
12/8/2024,4.58,172.7
12/9/2024,5.26,206.3
12/10/2024,6.89,323.4
12/11/2024,4.58,330.3
12/12/2024,4.69,117.1
12/13/2024,7.34,107.8
12/14/2024,5.96,139
12/15/2024,5.74,147.7
12/16/2024,5.14,150.3
12/17/2024,4.94,151.8
12/18/2024,4.67,331.8
12/19/2024,3.41,10.2
12/20/2024,5.51,6.1
12/21/2024,5.14,53.6
12/22/2024,5.16,101.6
12/23/2024,6.55,114.7
12/24/2024,6.06,128
12/25/2024,5.68,111
12/26/2024,7.37,146.7
12/27/2024,4.24,151.3
12/28/2024,6.5,180.2
12/29/2024,2.38,129.2
12/30/2024,6.43,188
12/31/2024,5.78,356.8
1/1/2025,4.89,41.5
1/2/2025,4.41,82.6
1/3/2025,5.08,73.5
1/4/2025,6.79,118.8
1/5/2025,9.27,219.8
1/6/2025,7.86,344
1/7/2025,5.07,14.2
1/8/2025,5.27,17
1/9/2025,6.93,76.8
1/10/2025,7.01,325.7
1/11/2025,3.67,212.5
1/12/2025,4.48,64.7
1/13/2025,6.11,15.3
1/14/2025,4.62,62.8
1/15/2025,4.73,41.8
1/16/2025,3.49,13.7
1/17/2025,5.47,178.9
1/18/2025,7.06,301
1/19/2025,7.84,352.4
1/20/2025,6.08,44.1
1/21/2025,6.94,13.1
1/22/2025,3.07,138.8
1/23/2025,3.53,33.8
1/24/2025,4.17,71.7
1/25/2025,7.16,126
1/26/2025,5.66,158.5
1/27/2025,4.3,11.2
1/28/2025,3.51,79.1
1/29/2025,5.62,118.7
1/30/2025,6.96,176.1
1/31/2025,6.27,294
2/1/2025,3.64,178.1
2/2/2025,5.26,164.3
2/3/2025,5.79,174
2/4/2025,4.46,160.5
2/5/2025,5.28,159.3
2/6/2025,5.69,181.7
2/7/2025,5.39,168.9
2/8/2025,6.58,188.5
2/9/2025,4,168.3
2/10/2025,4.38,87.5
2/11/2025,4.91,147.8
2/12/2025,7.25,223.9
2/13/2025,6.9,15.5
2/14/2025,5.7,93.2
2/15/2025,9,192.9
2/16/2025,7.37,349.1
2/17/2025,5.1,91.6
2/18/2025,6.6,92.4
2/19/2025,8.73,359.8
2/20/2025,6.44,19.5
2/21/2025,5.05,44.5
2/22/2025,4.3,39.9
2/23/2025,3.97,13.8
2/24/2025,2.66,339
2/25/2025,3.23,177.8
2/26/2025,5.56,160.8
2/27/2025,4,20.2
2/28/2025,4.2,108.6
3/1/2025,2.34,247.4
3/2/2025,6.98,110.8
3/3/2025,7.93,137.8
3/4/2025,11.04,222.4
3/5/2025,8.44,318.3
3/6/2025,5.04,114
3/7/2025,6.11,166.4
3/8/2025,5.65,119.8
3/9/2025,7.59,325.1
3/10/2025,4.45,276.8
3/11/2025,5.52,199.7
3/12/2025,6.91,184.7
3/13/2025,5.67,200.2
3/14/2025,7.67,171.6
3/15/2025,6.93,277.9
3/16/2025,5.09,322.6
3/17/2025,5.01,169.2
3/18/2025,8.91,177.1
3/19/2025,8.04,276.1
3/20/2025,7.26,341.9
3/21/2025,5.35,146.4
3/22/2025,5.87,155.7
3/23/2025,7.15,186.5
3/24/2025,3.72,177.4
3/25/2025,3.13,176.5
3/26/2025,3.47,154
3/27/2025,5.54,118.4
3/28/2025,6.7,151.8
3/29/2025,5.73,158.9
3/30/2025,5.38,161.1
3/31/2025,2.9,301.3
4/1/2025,6.79,147.4
4/2/2025,10.24,163.2
4/3/2025,9.76,154.9
4/4/2025,9.39,152.1
4/5/2025,9.11,173.9
4/6/2025,7.38,329.1
4/7/2025,6.3,338.9
4/8/2025,2.57,340
4/9/2025,5.13,191.9
4/10/2025,4.92,198.5
4/11/2025,5.17,341
4/12/2025,4.93,132.4
4/13/2025,7.14,184.1
4/14/2025,6.71,191.4
4/15/2025,3.87,39.8
4/16/2025,5.15,144.1
4/17/2025,7.37,170
4/18/2025,8.06,168.3
4/19/2025,7.83,144.9
4/20/2025,8.1,159.7
4/21/2025,5,156.9
4/22/2025,4.86,153.3
4/23/2025,5.19,142.6
4/24/2025,5.32,147.3
4/25/2025,4.73,162.1
4/26/2025,4.52,153.4
4/27/2025,5.85,157.2
4/28/2025,6.79,162.5
4/29/2025,6.76,154.6
4/30/2025,7.68,157.3
5/1/2025,6.18,166.8
5/2/2025,5.11,163.6
5/3/2025,5.55,346
5/4/2025,3.66,45.6
5/5/2025,6.39,97.4
5/6/2025,7.16,137.5
5/7/2025,3.28,129.4
5/8/2025,2.95,85
5/9/2025,5.22,9.1
5/10/2025,5.27,356.5
5/11/2025,4.31,328.8
5/12/2025,3.95,272
5/13/2025,6.85,190.4
5/14/2025,8.25,191.4
5/15/2025,7.28,177.3
5/16/2025,6.51,174
5/17/2025,5.61,166.1
5/18/2025,6.97,160.7
5/19/2025,8.18,159.8
5/20/2025,5.35,196.2
5/21/2025,4.65,72.6
5/22/2025,3.58,126.1
5/23/2025,4.39,159.3
5/24/2025,5.3,175.1
5/25/2025,6.66,163.5
5/26/2025,6.39,163.6
5/27/2025,3.24,180.1
5/28/2025,3.32,70.4
5/29/2025,3,123.5
5/30/2025,2.9,342.8
5/31/2025,3.43,40.2
6/1/2025,2.99,196
6/2/2025,4.42,146.3
6/3/2025,6.27,142.1
6/4/2025,4.29,153.6
6/5/2025,3.61,158.9
6/6/2025,4.93,181.9
6/7/2025,5.61,191.2
6/8/2025,5.96,202.3
6/9/2025,4.69,206.6
6/10/2025,3.4,184.2
6/11/2025,3.96,133.6
6/12/2025,6.06,164.1
6/13/2025,5.28,167.1
6/14/2025,4.78,170.9
6/15/2025,4.43,183.9
6/16/2025,4.83,197.4
6/17/2025,5.69,185.9
6/18/2025,6.25,174.1
6/19/2025,4.69,170.8
6/20/2025,4.83,174.8
6/21/2025,5.53,165.6
6/22/2025,5.64,144.4
6/23/2025,4.31,147.4
6/24/2025,3.8,110.9
6/25/2025,3.83,132
6/26/2025,3.44,141.3
6/27/2025,3.5,162.4
6/28/2025,3.87,159.3
6/29/2025,5.02,176.6
6/30/2025,4.29,185
7/1/2025,3.5,238
7/2/2025,3.52,226.2
7/3/2025,2.82,221
7/4/2025,3.57,173.3
7/5/2025,4.51,169.7
7/6/2025,3.27,180.4
7/7/2025,4.09,188.2
7/8/2025,3.7,194.2
7/9/2025,4.29,213.3
7/10/2025,5.02,211.3
7/11/2025,5.75,185.1
7/12/2025,5.76,169.3
7/13/2025,5.15,181.4
7/14/2025,4.27,188
7/15/2025,4.19,192.3
7/16/2025,4.31,201.3
7/17/2025,3.05,234.2
7/18/2025,3.38,207
7/19/2025,5,187.6
7/20/2025,5.1,186.5
7/21/2025,4.62,188.9
7/22/2025,4.55,191.4
7/23/2025,3.52,205.9
7/24/2025,3.04,204.7
7/25/2025,2.99,111.9
7/26/2025,4.62,183.6
7/27/2025,4.69,151.1
7/28/2025,3.46,190.1
7/29/2025,3.37,241.1
7/30/2025,3.5,231.7
7/31/2025,3.36,220
8/1/2025,2.8,234.6
8/2/2025,2.37,319.9
8/3/2025,2.17,60.5
8/4/2025,1.87,82.3
8/5/2025,3.84,129.3
8/6/2025,2.66,181.8
8/7/2025,2.61,196.2
8/8/2025,2.75,169.5
8/9/2025,3.72,136.8
8/10/2025,3.79,114.2
8/11/2025,3.7,91
8/12/2025,2.85,111.9
8/13/2025,3.6,217.2
8/14/2025,3.92,195.3
8/15/2025,4.49,162.6
8/16/2025,3.1,167.1
8/17/2025,2.54,192
8/18/2025,2.46,316.2
8/19/2025,2.92,88.1
8/20/2025,1.53,320.9
8/21/2025,1.85,42.5
8/22/2025,2.19,57.5
8/23/2025,2.96,73.1
8/24/2025,2.5,53.8
8/25/2025,2.97,112.2
8/26/2025,3.64,117.4
8/27/2025,4.31,107.2
8/28/2025,4.66,186.8
8/29/2025,3.85,199.8
8/30/2025,2.66,81.8
8/31/2025,2.89,49.9
9/1/2025,2.96,69.4
9/2/2025,3.38,87.7
9/3/2025,3.23,223.3
9/4/2025,4.08,215.6
9/5/2025,5.02,182.7
9/6/2025,2.08,117.8
9/7/2025,4.57,39.4
9/8/2025,4.98,48.8
9/9/2025,3.21,62.7
9/10/2025,3.47,109.7
9/11/2025,4.13,131
9/12/2025,3.31,138.7
9/13/2025,2.8,181.6
9/14/2025,3.4,178.3
9/15/2025,3.25,156.6
9/16/2025,3.45,140.2
9/17/2025,2.93,202.2
9/18/2025,3,135
9/19/2025,3.54,120.5
9/20/2025,3.48,133.1
9/21/2025,4.3,150.6
9/22/2025,5.63,154.1
9/23/2025,5.48,174.6
9/24/2025,4.53,217.9
9/25/2025,2.53,331.6
9/26/2025,3.03,40.1
9/27/2025,2.47,50.5
9/28/2025,3.8,51.6
9/29/2025,3.04,44.9
9/30/2025,3.45,43.7
10/1/2025,2.91,52.1
10/2/2025,3.43,80.9
10/3/2025,4.82,76.5
10/4/2025,5.7,79.6
10/5/2025,5.01,77.5
10/6/2025,2.74,121.2
10/7/2025,2.08,129.5
10/8/2025,4,40.5
10/9/2025,5.33,45.2
10/10/2025,5.26,36.8
10/11/2025,3.93,70
10/12/2025,2.73,159.4
10/13/2025,3.66,140.2
10/14/2025,2.75,38.6
10/15/2025,4.17,86.8
10/16/2025,4.65,118.6
10/17/2025,4.98,136.7
10/18/2025,6.33,174.4
10/19/2025,5.56,21.3
10/20/2025,5.41,144.1
10/21/2025,4.35,210.6
10/22/2025,4.49,76.8
10/23/2025,4.45,105.6
10/24/2025,5.87,115.6
10/25/2025,5.25,146.7
10/26/2025,2.58,352.8
10/27/2025,2.99,144.2
10/28/2025,6.28,200.6
10/29/2025,9.38,321.8
10/30/2025,4.57,338.5
10/31/2025,3.43,95.4
11/1/2025,4.99,67.6
11/2/2025,5.11,32.5
11/3/2025,3.75,93.8
11/4/2025,3.89,130.4
11/5/2025,3.46,161.2
11/6/2025,3.56,143.2
11/7/2025,5.26,200.9
11/8/2025,4.76,210.1
11/9/2025,7.89,351.1
11/10/2025,5.45,359.3
11/11/2025,5.61,166.4
11/12/2025,5.78,180.3
11/13/2025,4.91,154.8
11/14/2025,5.52,159.8
11/15/2025,5.1,187
11/16/2025,4.58,192.5
11/17/2025,5.7,162.2
11/18/2025,5.03,167.9
11/19/2025,4.71,160.7
