geography_name,geography_id,cancer_year,cancer_site,incidence_rate,centroid_latitude,centroid_longitude,case_count,exposure_lag_years,exposure_mean,exposure_rolling12,exposure_max,exposure_exceedances,exposure_wind_weighted,exposure_distance_weighted
Galveston,48167,2020,leukemia,19.6,29.2339273,-94.8881969,71.0,5,1.8000981950535904,1.619258774694468,2.6,0.0,1.7328482771775875,1.8000981950535904
Grayson,48181,2020,leukemia,15.8,33.6245482,-96.6757774,28.0,5,1.8091160026994937,1.6275149630147543,3.1,0.0,1.7416633516094344,1.8091160026994937
Gregg,48183,2020,leukemia,19.3,32.4864014,-94.8162768,28.0,5,1.8108802058965319,1.629158548338352,210.0,0.0,1.743373410138159,1.8108802058965319
Guadalupe,48187,2020,leukemia,14.1,29.5826714,-97.9489953,26.0,5,1.8066385117412507,1.6252623193832272,1.6,0.0,1.7392327124721754,1.8066385117412507
Harris,48201,2020,leukemia,12.7,29.857273,-95.3930371,545.0,5,1.8049466419575622,1.6239006447179825,1.6,0.0,1.7374798768798032,1.8049466419575622
Hays,48209,2020,leukemia,17.6,30.0612247,-98.0292673,37.0,5,1.80703274688559,1.6256316494986653,1.6,0.0,1.7396136811571365,1.80703274688559
Henderson,48213,2020,leukemia,14.8,32.2116334,-95.8534183,18.0,5,1.810030318080511,1.6284101046131776,3.1,0.0,1.7425265495269096,1.810030318080511
Hidalgo,48215,2020,leukemia,15.1,26.3963839,-98.18099,123.0,5,1.8058719378192043,1.6244821065460298,2.6,0.0,1.7385250978908537,1.8058719378192043
Hood,48221,2020,leukemia,18.1,32.430149,-97.8316766,16.0,5,1.808533963584047,1.6270005292400467,3.1,0.0,1.7410844140694137,1.808533963584047
Hunt,48231,2020,leukemia,21.8,33.1233077,-96.0842298,24.0,5,1.8095376787296011,1.6279156438419689,3.1,0.0,1.7420678948404478,1.8095376787296011
Jefferson,48245,2020,leukemia,17.5,29.8540273,-94.1493184,51.0,5,1.7660970713477695,1.587767043729176,2.1,0.0,1.6998588620454165,1.7660970713477695
