geography_name,geography_id,cancer_year,cancer_site,incidence_rate,centroid_latitude,centroid_longitude,case_count,exposure_lag_years,exposure_mean,exposure_rolling12,exposure_max,exposure_exceedances,exposure_wind_weighted,exposure_distance_weighted
Ellis,48139,2021,leukemia,19.2,32.3468783,-96.7969403,39.0,5,1.8091349293319214,1.6275706222782673,3.1,0.0,1.74166146637592,1.8091349293319214
Fort Bend,48157,2021,leukemia,12.4,29.5266017,-95.7710149,106.0,5,1.8046133615936304,1.6234893128573777,1.6,0.0,1.737209968057229,1.8046133615936304
Galveston,48167,2021,leukemia,18.3,29.2339273,-94.8881969,74.0,5,1.8000981950535904,1.619258774694468,2.6,0.0,1.7328482771775875,1.8000981950535904
Gillespie,48171,2021,leukemia,46.0,30.3250955,-98.9418446,19.0,5,1.8072369259140648,1.6258003647179158,2.0,0.0,1.73982299653125,1.8072369259140648
Grayson,48181,2021,leukemia,22.9,33.6245482,-96.6757774,40.0,5,1.8091160026994937,1.6275149630147543,3.1,0.0,1.7416633516094344,1.8091160026994937
Gregg,48183,2021,leukemia,20.5,32.4864014,-94.8162768,27.0,5,1.8108802058965319,1.629158548338352,210.0,0.0,1.743373410138159,1.8108802058965319
Guadalupe,48187,2021,leukemia,12.3,29.5826714,-97.9489953,24.0,5,1.8066385117412507,1.6252623193832272,1.6,0.0,1.7392327124721754,1.8066385117412507
Harris,48201,2021,leukemia,14.7,29.857273,-95.3930371,640.0,5,1.8049466419575622,1.6239006447179825,1.6,0.0,1.7374798768798032,1.8049466419575622
Harrison,48203,2021,leukemia,21.9,32.5479914,-94.3744344,19.0,5,1.8110596733385604,1.6293024017258801,210.0,0.0,1.7435598043126583,1.8110596733385604
Hays,48209,2021,leukemia,12.2,30.0612247,-98.0292673,30.0,5,1.80703274688559,1.6256316494986653,1.6,0.0,1.7396136811571365,1.80703274688559
Henderson,48213,2021,leukemia,20.8,32.2116334,-95.8534183,24.0,5,1.810030318080511,1.6284101046131776,3.1,0.0,1.7425265495269096,1.810030318080511
Hidalgo,48215,2021,leukemia,14.7,26.3963839,-98.18099,122.0,5,1.8058719378192043,1.6244821065460298,2.6,0.0,1.7385250978908537,1.8058719378192043
Hood,48221,2021,leukemia,20.6,32.430149,-97.8316766,21.0,5,1.808533963584047,1.6270005292400467,3.1,0.0,1.7410844140694137,1.808533963584047
Hunt,48231,2021,leukemia,23.6,33.1233077,-96.0842298,28.0,5,1.8095376787296011,1.6279156438419689,3.1,0.0,1.7420678948404478,1.8095376787296011
Jefferson,48245,2021,leukemia,18.7,29.8540273,-94.1493184,51.0,5,1.7660970713477695,1.587767043729176,2.1,0.0,1.6998588620454165,1.7660970713477695
Johnson,48251,2021,leukemia,14.6,32.379654,-97.3649061,28.0,5,1.8087642245827125,1.6272203692689475,3.1,0.0,1.7413047596549893,1.8087642245827125
Kaufman,48257,2021,leukemia,14.0,32.5989442,-96.2883773,21.0,5,1.8095300134429413,1.6279286941506252,3.1,0.0,1.7420497269346589,1.8095300134429413
Lubbock,48303,2021,leukemia,14.4,33.6114688,-101.8199438,45.0,5,1.8078262921331107,1.6263033698931673,3.1,0.0,1.7404187336154446,1.8078262921331107
McLennan,48309,2021,leukemia,18.9,31.5495958,-97.2015108,55.0,5,1.8085298820399391,1.6270307322152673,3.1,0.0,1.7410623917733143,1.8085298820399391
Midland,48329,2021,leukemia,12.9,31.8142693,-102.0024538,20.0,5,1.8075441033182607,1.6260476010126934,3.1,0.0,1.7401414488553508,1.8075441033182607
Montgomery,48339,2021,leukemia,13.8,30.2988009,-95.50295,90.0,5,1.8078711129458833,1.626614755029066,2.0,0.0,1.7403197032676339,1.8078711129458833
Nueces,48355,2021,leukemia,13.0,27.7399747,-97.516301,49.0,5,1.8055884704777598,1.6242456250888788,1.6,0.0,1.7382356613845091,1.8055884704777598
Orange,48361,2021,leukemia,20.1,30.1223229,-93.8940999,18.0,5,1.8330871144675935,1.647405273741302,1.7,0.0,1.7662950261161876,1.8330871144675935
Parker,48367,2021,leukemia,23.1,32.7770964,-97.8059049,42.0,5,1.808613862810996,1.6270672656544622,3.1,0.0,1.7411659512975926,1.808613862810996
Polk,48373,2021,leukemia,36.6,30.7845525,-94.8373376,19.0,5,1.8137261584034536,1.6320686286954473,3.1,0.0,1.7459966735350485,1.8137261584034536
Randall,48381,2021,leukemia,17.4,34.962529,-101.8955472,26.0,5,1.8079296528488018,1.6263918950539098,3.1,0.0,1.7405230543924417,1.8079296528488018
Rockwall,48397,2021,leukemia,15.2,32.9002804,-96.4120493,17.0,5,1.8093892227182669,1.6277872966766378,3.1,0.0,1.7419187009197075,1.8093892227182669
Smith,48423,2021,leukemia,17.3,32.3751053,-95.2689389,49.0,5,1.8105860436337833,1.6289067290444084,210.0,0.0,1.7430764447914668,1.8105860436337833
Tarrant,48439,2021,leukemia,15.9,32.7721191,-97.2912241,319.0,5,1.808864703998385,1.6273033797331686,3.1,0.0,1.7414077850980103,1.808864703998385
Tom Green,48451,2021,leukemia,20.4,31.3975908,-100.4641683,27.0,5,1.8075653019247704,1.6260813199556514,3.1,0.0,1.7401545405497267,1.8075653019247704
Travis,48453,2021,leukemia,15.2,30.2395128,-97.6912697,172.0,5,1.807174573008944,1.6257751881529139,2.0,0.0,1.7397450679986945,1.807174573008944
Upshur,48459,2021,leukemia,30.3,32.7353495,-94.9411837,16.0,5,1.8105175439877568,1.6288166547217882,210.0,0.0,1.74302400287535,1.8105175439877568
Victoria,48469,2021,leukemia,21.8,28.7963699,-96.9711977,23.0,5,1.8054911849156625,1.6241981076199579,1.6,0.0,1.7381184015967688,1.8054911849156625
Webb,48479,2021,leukemia,13.9,27.7607987,-99.3407518,35.0,5,1.8063333659880247,1.6249292217387439,1.6,0.0,1.7389630211501925,1.8063333659880247
Wichita,48485,2021,leukemia,24.1,33.9882125,-98.7080098,35.0,5,1.8084084279697328,1.6268525180810933,3.1,0.0,1.740979286985081,1.8084084279697328
Williamson,48491,2021,leukemia,16.4,30.6490817,-97.6050646,105.0,5,1.8075828806245877,1.6261566170026194,2.0,0.0,1.7401402323479243,1.8075828806245877
Wise,48497,2021,leukemia,27.9,33.2193461,-97.6529857,22.0,5,1.808721387026874,1.6271583788565138,3.1,0.0,1.741274989459792,1.808721387026874
Wood,48499,2021,leukemia,19.7,32.7835881,-95.3821664,16.0,5,1.8101702272455868,1.6285044236689037,210.0,0.0,1.7426813037128706,1.8101702272455868
Bastrop,48021,2022,leukemia,13.0,30.1007718,-97.3106392,18.0,5,1.8070059739181343,1.6256328126222264,2.0,0.0,1.7395738708356758,1.8070059739181343
Bell,48027,2022,leukemia,14.3,31.0370095,-97.4796349,52.0,5,1.8079812036447587,1.6265258180718778,3.1,0.0,1.7405272846097612,1.8079812036447587
Bexar,48029,2022,leukemia,14.3,29.4486708,-98.5201465,289.0,5,1.8066955486546272,1.6253000579268695,1.6,0.0,1.739296181750915,1.8066955486546272
Bowie,48037,2022,leukemia,17.9,33.4460648,-94.422393,19.0,5,1.8100764741918245,1.6283747407630318,210.0,0.0,1.7426129850057865,1.8100764741918245
Brazoria,48039,2022,leukemia,14.5,29.1678175,-95.434647,55.0,5,1.8028997098433697,1.6218594300297504,1.6,0.0,1.735567227624579,1.8028997098433697
Brazos,48041,2022,leukemia,9.1,30.6567132,-96.3023935,18.0,5,1.8082101916222244,1.6268085386372255,3.1,0.0,1.740712508966511,1.8082101916222244
Cameron,48061,2022,leukemia,12.9,26.1029227,-97.4789584,57.0,5,1.8056730516251076,1.6242898114016768,2.6,0.0,1.7383361282782688,1.8056730516251076
Collin,48085,2022,leukemia,17.5,33.1944818,-96.5794285,188.0,5,1.8092386490769032,1.6276391695109433,3.1,0.0,1.7417769307054198,1.8092386490769032
Comal,48091,2022,leukemia,16.7,29.8123773,-98.2581288,39.0,5,1.8068737200942744,1.6254756461550504,1.6,0.0,1.7394637393952241,1.8068737200942744
Coryell,48099,2022,leukemia,21.0,31.3911774,-97.7980223,18.0,5,1.8081073229498457,1.6266273857022333,3.1,0.0,1.7406579767878725,1.8081073229498457
Dallas,48113,2022,leukemia,15.5,32.7669866,-96.7784238,380.0,5,1.8091655373118312,1.6275845062264376,3.1,0.0,1.7416989103097504,1.8091655373118312
Denton,48123,2022,leukemia,18.6,29.0823457,-97.3616543,172.0,5,1.8059878496903425,1.624661735952999,1.6,0.0,1.7385991969364663,1.8059878496903425
Ector,48135,2022,leukemia,14.9,31.8653008,-102.5425068,22.0,5,1.8075219587265525,1.626023539832779,3.1,0.0,1.7401218193328254,1.8075219587265525
El Paso,48141,2022,leukemia,12.2,31.7664559,-106.2415203,103.0,5,1.8074026360853583,1.6258970928671415,2.0,0.0,1.7400143465586213,1.8074026360853583
Ellis,48139,2022,leukemia,12.5,32.3468783,-96.7969403,27.0,5,1.8091349293319214,1.6275706222782673,3.1,0.0,1.74166146637592,1.8091349293319214
Fannin,48147,2022,leukemia,35.1,33.5911611,-96.1049882,17.0,5,1.8093746673102205,1.6277517582812526,210.0,0.0,1.7419162928204435,1.8093746673102205
Fort Bend,48157,2022,leukemia,12.1,29.5266017,-95.7710149,103.0,5,1.8046133615936304,1.6234893128573777,1.6,0.0,1.737209968057229,1.8046133615936304
Galveston,48167,2022,leukemia,17.7,29.2339273,-94.8881969,68.0,5,1.8000981950535904,1.619258774694468,2.6,0.0,1.7328482771775875,1.8000981950535904
Grayson,48181,2022,leukemia,20.2,33.6245482,-96.6757774,33.0,5,1.8091160026994937,1.6275149630147543,3.1,0.0,1.7416633516094344,1.8091160026994937
Gregg,48183,2022,leukemia,13.2,32.4864014,-94.8162768,19.0,5,1.8108802058965319,1.629158548338352,210.0,0.0,1.743373410138159,1.8108802058965319
Guadalupe,48187,2022,leukemia,13.8,29.5826714,-97.9489953,27.0,5,1.8066385117412507,1.6252623193832272,1.6,0.0,1.7392327124721754,1.8066385117412507
Hardin,48199,2022,leukemia,21.8,30.3296483,-94.3931782,17.0,5,1.8221748681331635,1.640493935505706,3.1,0.0,1.7539124617798263,1.8221748681331635
Harris,48201,2022,leukemia,13.7,29.857273,-95.3930371,617.0,5,1.8049466419575622,1.6239006447179825,1.6,0.0,1.7374798768798032,1.8049466419575622
Harrison,48203,2022,leukemia,23.4,32.5479914,-94.3744344,19.0,5,1.8110596733385604,1.6293024017258801,210.0,0.0,1.7435598043126583,1.8110596733385604
Hays,48209,2022,leukemia,15.6,30.0612247,-98.0292673,36.0,5,1.80703274688559,1.6256316494986653,1.6,0.0,1.7396136811571365,1.80703274688559
Henderson,48213,2022,leukemia,17.1,32.2116334,-95.8534183,20.0,5,1.810030318080511,1.6284101046131776,3.1,0.0,1.7425265495269096,1.810030318080511
Hidalgo,48215,2022,leukemia,14.2,26.3963839,-98.18099,121.0,5,1.8058719378192043,1.6244821065460298,2.6,0.0,1.7385250978908537,1.8058719378192043
Hood,48221,2022,leukemia,15.9,32.430149,-97.8316766,16.0,5,1.808533963584047,1.6270005292400467,3.1,0.0,1.7410844140694137,1.808533963584047
Hunt,48231,2022,leukemia,20.6,33.1233077,-96.0842298,26.0,5,1.8095376787296011,1.6279156438419689,3.1,0.0,1.7420678948404478,1.8095376787296011
Jefferson,48245,2022,leukemia,15.6,29.8540273,-94.1493184,45.0,5,1.7660970713477695,1.587767043729176,2.1,0.0,1.6998588620454165,1.7660970713477695
Johnson,48251,2022,leukemia,18.8,32.379654,-97.3649061,39.0,5,1.8087642245827125,1.6272203692689475,3.1,0.0,1.7413047596549893,1.8087642245827125
Kaufman,48257,2022,leukemia,16.7,32.5989442,-96.2883773,25.0,5,1.8095300134429413,1.6279286941506252,3.1,0.0,1.7420497269346589,1.8095300134429413
Liberty,48291,2022,leukemia,29.7,30.1585081,-94.8440607,25.0,5,1.8075890757400923,1.626627058202947,2.0,0.0,1.7399039988402436,1.8075890757400923
Lubbock,48303,2022,leukemia,16.2,33.6114688,-101.8199438,50.0,5,1.8078262921331107,1.6263033698931673,3.1,0.0,1.7404187336154446,1.8078262921331107
McLennan,48309,2022,leukemia,13.7,31.5495958,-97.2015108,42.0,5,1.8085298820399391,1.6270307322152673,3.1,0.0,1.7410623917733143,1.8085298820399391
Midland,48329,2022,leukemia,13.6,31.8142693,-102.0024538,20.0,5,1.8075441033182607,1.6260476010126934,3.1,0.0,1.7401414488553508,1.8075441033182607
Montgomery,48339,2022,leukemia,19.3,30.2988009,-95.50295,137.0,5,1.8078711129458833,1.626614755029066,2.0,0.0,1.7403197032676339,1.8078711129458833
Nueces,48355,2022,leukemia,16.8,27.7399747,-97.516301,64.0,5,1.8055884704777598,1.6242456250888788,1.6,0.0,1.7382356613845091,1.8055884704777598
Parker,48367,2022,leukemia,15.6,32.7770964,-97.8059049,29.0,5,1.808613862810996,1.6270672656544622,3.1,0.0,1.7411659512975926,1.808613862810996
Potter,48375,2022,leukemia,20.3,35.3986751,-101.893804,25.0,5,1.807951640356383,1.626410015153751,3.1,0.0,1.7405456265448829,1.807951640356383
Randall,48381,2022,leukemia,15.8,34.962529,-101.8955472,26.0,5,1.8079296528488018,1.6263918950539098,3.1,0.0,1.7405230543924417,1.8079296528488018
Rockwall,48397,2022,leukemia,15.4,32.9002804,-96.4120493,19.0,5,1.8093892227182669,1.6277872966766378,3.1,0.0,1.7419187009197075,1.8093892227182669
Smith,48423,2022,leukemia,20.9,32.3751053,-95.2689389,60.0,5,1.8105860436337833,1.6289067290444084,210.0,0.0,1.7430764447914668,1.8105860436337833
Tarrant,48439,2022,leukemia,15.1,32.7721191,-97.2912241,315.0,5,1.808864703998385,1.6273033797331686,3.1,0.0,1.7414077850980103,1.808864703998385
Taylor,48441,2022,leukemia,13.6,32.2971255,-99.8904299,21.0,5,1.807882680478299,1.6263764668685654,3.1,0.0,1.7404624123563401,1.807882680478299
Tom Green,48451,2022,leukemia,22.6,31.3975908,-100.4641683,32.0,5,1.8075653019247704,1.6260813199556514,3.1,0.0,1.7401545405497267,1.8075653019247704
Travis,48453,2022,leukemia,13.2,30.2395128,-97.6912697,147.0,5,1.807174573008944,1.6257751881529139,2.0,0.0,1.7397450679986945,1.807174573008944
Victoria,48469,2022,leukemia,27.9,28.7963699,-96.9711977,27.0,5,1.8054911849156625,1.6241981076199579,1.6,0.0,1.7381184015967688,1.8054911849156625
Webb,48479,2022,leukemia,12.9,27.7607987,-99.3407518,33.0,5,1.8063333659880247,1.6249292217387439,1.6,0.0,1.7389630211501925,1.8063333659880247
Wichita,48485,2022,leukemia,24.9,33.9882125,-98.7080098,34.0,5,1.8084084279697328,1.6268525180810933,3.1,0.0,1.740979286985081,1.8084084279697328
Williamson,48491,2022,leukemia,15.6,30.6490817,-97.6050646,103.0,5,1.8075828806245877,1.6261566170026194,2.0,0.0,1.7401402323479243,1.8075828806245877
Wilson,48493,2022,leukemia,28.0,29.173883,-98.0867336,17.0,5,1.8064058364689715,1.6250354960043056,1.6,0.0,1.739012581583491,1.8064058364689715
Angelina,48005,2023,leukemia,18.2,31.2518963,-94.6111337,19.0,5,1.8139631307619803,1.6321239866658863,210.0,0.0,1.7463129788791956,1.8139631307619803
Bastrop,48021,2023,leukemia,14.7,30.1007718,-97.3106392,16.0,5,1.8070059739181343,1.6256328126222264,2.0,0.0,1.7395738708356758,1.8070059739181343
Bell,48027,2023,leukemia,15.9,31.0370095,-97.4796349,60.0,5,1.8079812036447587,1.6265258180718778,3.1,0.0,1.7405272846097612,1.8079812036447587
Bexar,48029,2023,leukemia,14.6,29.4486708,-98.5201465,298.0,5,1.8066955486546272,1.6253000579268695,1.6,0.0,1.739296181750915,1.8066955486546272
Bowie,48037,2023,leukemia,17.4,33.4460648,-94.422393,19.0,5,1.8100764741918245,1.6283747407630318,210.0,0.0,1.7426129850057865,1.8100764741918245
Brazoria,48039,2023,leukemia,14.2,29.1678175,-95.434647,57.0,5,1.8028997098433697,1.6218594300297504,1.6,0.0,1.735567227624579,1.8028997098433697
Brazos,48041,2023,leukemia,11.1,30.6567132,-96.3023935,22.0,5,1.8082101916222244,1.6268085386372255,3.1,0.0,1.740712508966511,1.8082101916222244
Burnet,48053,2023,leukemia,18.9,30.7896305,-98.2011868,17.0,5,1.8075811355531644,1.6261359873173613,2.0,0.0,1.740148635327882,1.8075811355531644
Cameron,48061,2023,leukemia,13.8,26.1029227,-97.4789584,62.0,5,1.8056730516251076,1.6242898114016768,2.6,0.0,1.7383361282782688,1.8056730516251076
Collin,48085,2023,leukemia,17.1,33.1944818,-96.5794285,198.0,5,1.8092386490769032,1.6276391695109433,3.1,0.0,1.7417769307054198,1.8092386490769032
Comal,48091,2023,leukemia,14.1,29.8123773,-98.2581288,34.0,5,1.8068737200942744,1.6254756461550504,1.6,0.0,1.7394637393952241,1.8068737200942744
Dallas,48113,2023,leukemia,16.3,32.7669866,-96.7784238,405.0,5,1.8091655373118312,1.6275845062264376,3.1,0.0,1.7416989103097504,1.8091655373118312
Denton,48123,2023,leukemia,14.7,29.0823457,-97.3616543,147.0,5,1.8059878496903425,1.624661735952999,1.6,0.0,1.7385991969364663,1.8059878496903425
Ector,48135,2023,leukemia,17.7,31.8653008,-102.5425068,27.0,5,1.8075219587265525,1.626023539832779,3.1,0.0,1.7401218193328254,1.8075219587265525
El Paso,48141,2023,leukemia,11.7,31.7664559,-106.2415203,104.0,5,1.8074026360853583,1.6258970928671415,2.0,0.0,1.7400143465586213,1.8074026360853583
Ellis,48139,2023,leukemia,19.6,32.3468783,-96.7969403,44.0,5,1.8091349293319214,1.6275706222782673,3.1,0.0,1.74166146637592,1.8091349293319214
Fort Bend,48157,2023,leukemia,14.2,29.5266017,-95.7710149,127.0,5,1.8046133615936304,1.6234893128573777,1.6,0.0,1.737209968057229,1.8046133615936304
Galveston,48167,2023,leukemia,12.3,29.2339273,-94.8881969,51.0,5,1.8000981950535904,1.619258774694468,2.6,0.0,1.7328482771775875,1.8000981950535904
Grayson,48181,2023,leukemia,13.8,33.6245482,-96.6757774,24.0,5,1.8091160026994937,1.6275149630147543,3.1,0.0,1.7416633516094344,1.8091160026994937
Gregg,48183,2023,leukemia,28.7,32.4864014,-94.8162768,41.0,5,1.8108802058965319,1.629158548338352,210.0,0.0,1.743373410138159,1.8108802058965319
Guadalupe,48187,2023,leukemia,13.2,29.5826714,-97.9489953,27.0,5,1.8066385117412507,1.6252623193832272,1.6,0.0,1.7392327124721754,1.8066385117412507
Hardin,48199,2023,leukemia,22.1,30.3296483,-94.3931782,16.0,5,1.8221748681331635,1.640493935505706,3.1,0.0,1.7539124617798263,1.8221748681331635
Harris,48201,2023,leukemia,14.2,29.857273,-95.3930371,661.0,5,1.8049466419575622,1.6239006447179825,1.6,0.0,1.7374798768798032,1.8049466419575622
Hays,48209,2023,leukemia,12.1,30.0612247,-98.0292673,35.0,5,1.80703274688559,1.6256316494986653,1.6,0.0,1.7396136811571365,1.80703274688559
Henderson,48213,2023,leukemia,15.9,32.2116334,-95.8534183,23.0,5,1.810030318080511,1.6284101046131776,3.1,0.0,1.7425265495269096,1.810030318080511
Hidalgo,48215,2023,leukemia,14.1,26.3963839,-98.18099,122.0,5,1.8058719378192043,1.6244821065460298,2.6,0.0,1.7385250978908537,1.8058719378192043
Hunt,48231,2023,leukemia,16.3,33.1233077,-96.0842298,21.0,5,1.8095376787296011,1.6279156438419689,3.1,0.0,1.7420678948404478,1.8095376787296011
Jefferson,48245,2023,leukemia,17.3,29.8540273,-94.1493184,51.0,5,1.7660970713477695,1.587767043729176,2.1,0.0,1.6998588620454165,1.7660970713477695
Johnson,48251,2023,leukemia,21.2,32.379654,-97.3649061,45.0,5,1.8087642245827125,1.6272203692689475,3.1,0.0,1.7413047596549893,1.8087642245827125
Kaufman,48257,2023,leukemia,21.1,32.5989442,-96.2883773,36.0,5,1.8095300134429413,1.6279286941506252,3.1,0.0,1.7420497269346589,1.8095300134429413
Kerr,48265,2023,leukemia,17.3,30.0535627,-99.3746817,16.0,5,1.8071137424664203,1.6256774611783653,1.6,0.0,1.7397079527185189,1.8071137424664203
Liberty,48291,2023,leukemia,18.1,30.1585081,-94.8440607,17.0,5,1.8075890757400923,1.626627058202947,2.0,0.0,1.7399039988402436,1.8075890757400923
Lubbock,48303,2023,leukemia,14.3,33.6114688,-101.8199438,49.0,5,1.8078262921331107,1.6263033698931673,3.1,0.0,1.7404187336154446,1.8078262921331107
McLennan,48309,2023,leukemia,14.3,31.5495958,-97.2015108,42.0,5,1.8085298820399391,1.6270307322152673,3.1,0.0,1.7410623917733143,1.8085298820399391
Midland,48329,2023,leukemia,13.9,31.8142693,-102.0024538,23.0,5,1.8075441033182607,1.6260476010126934,3.1,0.0,1.7401414488553508,1.8075441033182607
Montgomery,48339,2023,leukemia,15.3,30.2988009,-95.50295,116.0,5,1.8078711129458833,1.626614755029066,2.0,0.0,1.7403197032676339,1.8078711129458833
Nueces,48355,2023,leukemia,12.2,27.7399747,-97.516301,48.0,5,1.8055884704777598,1.6242456250888788,1.6,0.0,1.7382356613845091,1.8055884704777598
Orange,48361,2023,leukemia,30.7,30.1223229,-93.8940999,29.0,5,1.8330871144675935,1.647405273741302,1.7,0.0,1.7662950261161876,1.8330871144675935
Parker,48367,2023,leukemia,17.1,32.7770964,-97.8059049,34.0,5,1.808613862810996,1.6270672656544622,3.1,0.0,1.7411659512975926,1.808613862810996
Polk,48373,2023,leukemia,36.9,30.7845525,-94.8373376,20.0,5,1.8137261584034536,1.6320686286954473,3.1,0.0,1.7459966735350485,1.8137261584034536
Potter,48375,2023,leukemia,16.7,35.3986751,-101.893804,20.0,5,1.807951640356383,1.626410015153751,3.1,0.0,1.7405456265448829,1.807951640356383
Randall,48381,2023,leukemia,15.0,34.962529,-101.8955472,26.0,5,1.8079296528488018,1.6263918950539098,3.1,0.0,1.7405230543924417,1.8079296528488018
Rockwall,48397,2023,leukemia,22.0,32.9002804,-96.4120493,29.0,5,1.8093892227182669,1.6277872966766378,3.1,0.0,1.7419187009197075,1.8093892227182669
Smith,48423,2023,leukemia,18.7,32.3751053,-95.2689389,52.0,5,1.8105860436337833,1.6289067290444084,210.0,0.0,1.7430764447914668,1.8105860436337833
Tarrant,48439,2023,leukemia,17.3,32.7721191,-97.2912241,372.0,5,1.808864703998385,1.6273033797331686,3.1,0.0,1.7414077850980103,1.808864703998385
Taylor,48441,2023,leukemia,15.6,32.2971255,-99.8904299,24.0,5,1.807882680478299,1.6263764668685654,3.1,0.0,1.7404624123563401,1.807882680478299
Tom Green,48451,2023,leukemia,19.0,31.3975908,-100.4641683,26.0,5,1.8075653019247704,1.6260813199556514,3.1,0.0,1.7401545405497267,1.8075653019247704
Travis,48453,2023,leukemia,13.1,30.2395128,-97.6912697,157.0,5,1.807174573008944,1.6257751881529139,2.0,0.0,1.7397450679986945,1.807174573008944
Victoria,48469,2023,leukemia,21.7,28.7963699,-96.9711977,23.0,5,1.8054911849156625,1.6241981076199579,1.6,0.0,1.7381184015967688,1.8054911849156625
Walker,48471,2023,leukemia,31.8,30.7431631,-95.5698246,25.0,5,1.8096900771023172,1.6282490914856802,3.1,0.0,1.7421144690351753,1.8096900771023172
Webb,48479,2023,leukemia,13.0,27.7607987,-99.3407518,29.0,5,1.8063333659880247,1.6249292217387439,1.6,0.0,1.7389630211501925,1.8063333659880247
Wichita,48485,2023,leukemia,19.6,33.9882125,-98.7080098,29.0,5,1.8084084279697328,1.6268525180810933,3.1,0.0,1.740979286985081,1.8084084279697328
Williamson,48491,2023,leukemia,14.7,30.6490817,-97.6050646,101.0,5,1.8075828806245877,1.6261566170026194,2.0,0.0,1.7401402323479243,1.8075828806245877
Wise,48497,2023,leukemia,21.7,33.2193461,-97.6529857,17.0,5,1.808721387026874,1.6271583788565138,3.1,0.0,1.741274989459792,1.808721387026874
Bell,48027,2018,myeloma,13.2,31.0370095,-97.4796349,39.0,5,1.8079812036447587,1.6265258180718778,3.1,0.0,1.7405272846097612,1.8079812036447587
Bexar,48029,2018,myeloma,7.9,29.4486708,-98.5201465,150.0,5,1.8066955486546272,1.6253000579268695,1.6,0.0,1.739296181750915,1.8066955486546272
Brazoria,48039,2018,myeloma,6.7,29.1678175,-95.434647,22.0,5,1.8028997098433697,1.6218594300297504,1.6,0.0,1.735567227624579,1.8028997098433697
Cameron,48061,2018,myeloma,8.2,26.1029227,-97.4789584,36.0,5,1.8056730516251076,1.6242898114016768,2.6,0.0,1.7383361282782688,1.8056730516251076
Collin,48085,2018,myeloma,9.7,33.1944818,-96.5794285,83.0,5,1.8092386490769032,1.6276391695109433,3.1,0.0,1.7417769307054198,1.8092386490769032
Dallas,48113,2018,myeloma,10.5,32.7669866,-96.7784238,245.0,5,1.8091655373118312,1.6275845062264376,3.1,0.0,1.7416989103097504,1.8091655373118312
Denton,48123,2018,myeloma,10.7,29.0823457,-97.3616543,74.0,5,1.8059878496903425,1.624661735952999,1.6,0.0,1.7385991969364663,1.8059878496903425
El Paso,48141,2018,myeloma,8.4,31.7664559,-106.2415203,68.0,5,1.8074026360853583,1.6258970928671415,2.0,0.0,1.7400143465586213,1.8074026360853583
Ellis,48139,2018,myeloma,11.2,32.3468783,-96.7969403,19.0,5,1.8091349293319214,1.6275706222782673,3.1,0.0,1.74166146637592,1.8091349293319214
Fort Bend,48157,2018,myeloma,9.6,29.5266017,-95.7710149,65.0,5,1.8046133615936304,1.6234893128573777,1.6,0.0,1.737209968057229,1.8046133615936304
Galveston,48167,2018,myeloma,9.2,29.2339273,-94.8881969,32.0,5,1.8000981950535904,1.619258774694468,2.6,0.0,1.7328482771775875,1.8000981950535904
Gregg,48183,2018,myeloma,11.4,32.4864014,-94.8162768,16.0,5,1.8108802058965319,1.629158548338352,210.0,0.0,1.743373410138159,1.8108802058965319
Guadalupe,48187,2018,myeloma,11.8,29.5826714,-97.9489953,20.0,5,1.8066385117412507,1.6252623193832272,1.6,0.0,1.7392327124721754,1.8066385117412507
Harris,48201,2018,myeloma,7.6,29.857273,-95.3930371,307.0,5,1.8049466419575622,1.6239006447179825,1.6,0.0,1.7374798768798032,1.8049466419575622
Hidalgo,48215,2018,myeloma,7.8,26.3963839,-98.18099,57.0,5,1.8058719378192043,1.6244821065460298,2.6,0.0,1.7385250978908537,1.8058719378192043
Jefferson,48245,2018,myeloma,6.6,29.8540273,-94.1493184,19.0,5,1.7660970713477695,1.587767043729176,2.1,0.0,1.6998588620454165,1.7660970713477695
Johnson,48251,2018,myeloma,12.5,32.379654,-97.3649061,21.0,5,1.8087642245827125,1.6272203692689475,3.1,0.0,1.7413047596549893,1.8087642245827125
Lubbock,48303,2018,myeloma,7.2,33.6114688,-101.8199438,22.0,5,1.8078262921331107,1.6263033698931673,3.1,0.0,1.7404187336154446,1.8078262921331107
McLennan,48309,2018,myeloma,11.9,31.5495958,-97.2015108,30.0,5,1.8085298820399391,1.6270307322152673,3.1,0.0,1.7410623917733143,1.8085298820399391
Montgomery,48339,2018,myeloma,7.2,30.2988009,-95.50295,43.0,5,1.8078711129458833,1.626614755029066,2.0,0.0,1.7403197032676339,1.8078711129458833
Nueces,48355,2018,myeloma,9.0,27.7399747,-97.516301,33.0,5,1.8055884704777598,1.6242456250888788,1.6,0.0,1.7382356613845091,1.8055884704777598
Smith,48423,2018,myeloma,8.7,32.3751053,-95.2689389,24.0,5,1.8105860436337833,1.6289067290444084,210.0,0.0,1.7430764447914668,1.8105860436337833
Tarrant,48439,2018,myeloma,8.9,32.7721191,-97.2912241,171.0,5,1.808864703998385,1.6273033797331686,3.1,0.0,1.7414077850980103,1.808864703998385
Travis,48453,2018,myeloma,6.7,30.2395128,-97.6912697,71.0,5,1.807174573008944,1.6257751881529139,2.0,0.0,1.7397450679986945,1.807174573008944
Williamson,48491,2018,myeloma,10.1,30.6490817,-97.6050646,55.0,5,1.8075828806245877,1.6261566170026194,2.0,0.0,1.7401402323479243,1.8075828806245877
